FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007,Per_Les_30,Per_Les_20,Per_Les_10,Per_Les_15
658,26,163,539200,3,2.61635E+11,Block Group 3,G5030,S,315802,0,42.4416299,-83.188138,G26016305392003,2395.631466,315801.0011,G26016305392003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5392, Wayne County, Michigan", , ,148,0,0,18,58,72,0,0,0,0,0,0,0,616,20,0,0,0,0,0,0,0,0,10,30,0,0,47,52,193,0,8,110,86,33,27,0,0,17946,748,361,361,234,127,0,387,100,51.35135135,0,12.16216216
659,26,163,539200,4,2.61635E+11,Block Group 4,G5030,S,192053,0,42.4430855,-83.1733504,G26016305392004,1790.725213,192053.3586,G26016305392004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5392, Wayne County, Michigan", , ,92,0,0,0,52,23,0,0,0,0,17,0,0,262,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,29,0,17,41,38,0,0,0,0,262,113,113,113,0,0,149,81.52173913,56.52173913,0,0
660,26,163,539200,5,2.61635E+11,Block Group 5,G5030,S,238527,0,42.4429827,-83.1782259,G26016305392005,1963.706327,238527.6253,G26016305392005,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5392, Wayne County, Michigan", , ,398,0,0,0,67,90,0,133,68,19,21,0,0,793,0,0,0,0,0,0,0,0,0,0,34,0,0,90,0,305,0,21,83,150,88,0,0,22,30399,896,579,579,420,159,0,317,39.44723618,16.83417085,0,0
661,26,163,539200,6,2.61635E+11,Block Group 6,G5030,S,556451,0,42.442063,-83.1951779,G26016305392006,3267.571459,556449.7361,G26016305392006,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,6, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5392, Wayne County, Michigan", , ,125,0,0,26,20,0,6,22,0,33,0,18,0,718,28,0,0,0,0,0,0,0,0,0,7,17,8,6,6,386,33,3,56,56,22,21,0,69,35313,755,288,288,266,22,0,467,41.6,36.8,0,20.8
662,26,163,539300,1,2.61635E+11,Block Group 1,G5030,S,403847,0,42.4363199,-83.1866124,G26016305393001,2871.55745,403845.3523,G26016305393001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5393, Wayne County, Michigan", , ,192,0,0,41,60,69,0,11,11,0,0,0,0,716,12,0,0,0,0,0,0,0,0,0,9,0,0,43,12,127,35,47,174,147,59,51,0,0,36118,754,297,297,261,36,0,457,88.54166667,52.60416667,0,21.35416667
663,26,163,539300,2,2.61635E+11,Block Group 2,G5030,S,265575,0,42.4327799,-83.1847868,G26016305393002,2208.755802,265574.1397,G26016305393002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5393, Wayne County, Michigan", , ,108,0,0,13,40,23,0,32,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,138,35,25,43,17,42,0,0,0,18594,373,156,156,108,48,0,217,70.37037037,49.07407407,0,12.03703704
664,26,163,539300,3,2.61635E+11,Block Group 3,G5030,S,346150,0,42.4348121,-83.1780087,G26016305393003,2499.793665,346149.3696,G26016305393003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5393, Wayne County, Michigan", , ,227,0,0,37,61,65,7,42,0,15,0,0,0,780,26,0,0,0,0,0,0,0,0,0,0,0,0,27,51,227,29,19,226,49,66,33,9,18,45246,874,319,319,238,81,0,555,74.88986784,43.17180617,0,16.29955947
665,26,163,539300,4,2.61635E+11,Block Group 4,G5030,S,299183,0,42.4347311,-83.1731222,G26016305393004,2386.36614,299183.7166,G26016305393004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5393, Wayne County, Michigan", , ,564,0,0,84,92,137,0,142,0,0,67,42,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,54,11,84,247,25,152,52,0,9,48250,1083,614,614,564,50,0,469,55.4964539,31.20567376,0,14.89361702
666,26,163,539400,1,2.61635E+11,Block Group 1,G5030,S,314683,0,42.4275939,-83.1729386,G26016305394001,2398.40054,314683.5387,G26016305394001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5394, Wayne County, Michigan", , ,408,0,36,60,43,121,42,49,24,5,14,14,0,791,15,0,0,0,0,0,6,15,0,0,6,6,28,0,42,223,52,33,182,99,50,34,0,0,39591,987,524,524,426,98,0,463,74.01960784,34.06862745,8.823529412,23.52941176
667,26,163,539400,2,2.61635E+11,Block Group 2,G5030,S,346863,0,42.4210436,-83.1732389,G26016305394002,2644.725643,346861.686,G26016305394002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5394, Wayne County, Michigan", , ,413,0,22,32,83,74,40,104,14,8,8,18,10,653,0,0,0,0,0,0,0,0,0,0,0,0,8,49,6,116,36,86,195,21,81,55,0,0,30227,860,562,562,413,149,0,298,60.7748184,33.17191283,5.326876513,13.07506053
668,26,163,539400,3,2.61635E+11,Block Group 3,G5030,S,505269,0,42.4280817,-83.1794837,G26016305394003,3077.074949,505270.0479,G26016305394003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5394, Wayne County, Michigan", , ,355,0,8,97,107,22,0,43,25,8,45,0,0,984,14,0,0,0,0,0,0,0,27,33,0,0,8,78,10,343,76,40,248,56,18,10,10,13,35677,1162,609,609,448,161,0,553,65.91549296,59.71830986,2.253521127,29.57746479
669,26,163,539500,1,2.61635E+11,Block Group 1,G5030,S,299810,0,42.4193717,-83.1772978,G26016305395001,2528.252501,299811.6494,G26016305395001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5395, Wayne County, Michigan", , ,113,0,0,50,18,29,0,0,0,16,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,172,0,13,15,0,14,0,0,0,28625,350,157,157,113,44,0,193,85.84070796,60.17699115,0,44.24778761
670,26,163,539500,2,2.61635E+11,Block Group 2,G5030,S,404191,0,42.4201239,-83.1830441,G26016305395002,2618.604079,404190.5732,G26016305395002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5395, Wayne County, Michigan", , ,328,0,0,15,106,76,0,96,0,0,14,21,0,618,0,0,0,0,0,0,0,0,0,0,0,48,0,26,26,173,0,48,100,31,93,73,0,0,51364,686,368,368,343,25,0,318,60.06097561,36.8902439,0,4.573170732
671,26,163,539500,3,2.61635E+11,Block Group 3,G5030,S,267092,0,42.4204093,-83.1883484,G26016305395003,2569.17029,267091.6551,G26016305395003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5395, Wayne County, Michigan", , ,280,0,0,23,91,8,40,32,0,0,86,0,0,497,0,0,0,0,0,0,0,0,9,0,0,8,0,0,15,128,28,64,101,121,0,23,0,0,41193,660,375,375,280,95,0,285,57.85714286,40.71428571,0,8.214285714
672,26,163,539500,4,2.61635E+11,Block Group 4,G5030,S,598244,0,42.4195858,-83.1948042,G26016305395004,3194.374309,598244.3141,G26016305395004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5395, Wayne County, Michigan", , ,317,0,0,47,106,128,0,22,0,14,0,0,0,799,0,0,0,0,0,5,6,0,10,0,17,12,0,30,12,222,0,18,174,24,155,101,13,0,20290,1020,393,393,317,76,0,627,88.64353312,48.26498423,0,14.82649842
673,26,163,539600,1,2.61635E+11,Block Group 1,G5030,S,322633,0,42.426856,-83.1973016,G26016305396001,2418.046902,322634.719,G26016305396001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5396, Wayne County, Michigan", , ,322,0,0,0,36,131,36,79,40,0,0,0,0,436,0,0,0,0,0,0,0,0,13,0,0,9,0,13,7,60,82,26,102,63,42,19,0,0,0,635,401,401,332,69,0,234,63.04347826,11.18012422,0,0
674,26,163,539600,2,2.61635E+11,Block Group 2,G5030,S,457122,0,42.4265468,-83.1859658,G26016305396002,2966.872645,457122.5771,G26016305396002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5396, Wayne County, Michigan", , ,201,0,0,10,44,29,30,34,0,9,31,0,14,730,0,0,0,0,0,0,0,0,10,0,0,0,0,41,25,182,25,90,205,8,79,65,0,0,35000,821,234,234,224,10,0,587,56.21890547,26.86567164,0,4.975124378
675,26,163,539600,3,2.61635E+11,Block Group 3,G5030,S,333471,0,42.427039,-83.1923516,G26016305396003,2443.462148,333473.3614,G26016305396003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5396, Wayne County, Michigan", , ,347,0,0,26,31,55,15,75,0,33,14,13,85,864,0,0,0,0,0,0,0,0,0,0,12,14,0,50,0,241,6,76,292,14,79,70,0,10,43507,1097,601,601,347,254,0,496,36.59942363,16.42651297,0,7.492795389
676,26,163,539700,1,2.61635E+11,Block Group 1,G5030,S,379945,0,42.4369855,-83.1969372,G26016305397001,2880.768075,379945.3815,G26016305397001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5397, Wayne County, Michigan", , ,281,0,18,28,45,87,32,19,0,0,35,5,12,653,2,0,0,0,0,0,0,28,1,21,6,16,15,38,0,183,37,42,136,80,19,29,0,0,43512,737,370,370,281,89,0,367,74.73309609,32.38434164,6.40569395,16.37010676
677,26,163,539700,2,2.61635E+11,Block Group 2,G5030,S,363987,0,42.432296,-83.194385,G26016305397002,2703.168119,363984.6092,G26016305397002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539700,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5397, Wayne County, Michigan", , ,294,0,0,50,48,36,8,88,0,0,34,0,30,910,10,0,0,0,0,0,0,0,17,0,0,5,12,77,57,192,56,65,208,35,107,69,0,0,17333,986,422,422,383,39,0,564,48.29931973,33.33333333,0,17.00680272
678,26,163,540100,1,2.61635E+11,Block Group 1,G5030,S,598188,0,42.4427233,-83.2106068,G26016305401001,3823.142824,598191.4842,G26016305401001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5401, Wayne County, Michigan", , ,461,0,0,72,108,94,41,56,0,10,40,0,40,999,16,0,0,0,0,0,0,0,0,0,0,0,0,36,34,254,111,137,209,99,82,11,0,10,24677,1182,638,638,461,177,0,544,68.329718,39.04555315,0,15.61822126
679,26,163,540100,2,2.61635E+11,Block Group 2,G5030,S,319685,0,42.4393176,-83.2051207,G26016305401002,2396.172783,319685.5841,G26016305401002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5401, Wayne County, Michigan", , ,227,0,0,73,35,39,10,13,0,0,13,10,34,567,0,0,0,0,0,0,0,0,0,0,34,0,17,0,11,266,36,52,68,30,30,10,0,13,21389,604,266,266,251,15,0,338,69.16299559,47.57709251,0,32.15859031
680,26,163,540100,3,2.61635E+11,Block Group 3,G5030,S,119396,0,42.4391792,-83.2117709,G26016305401003,1398.974182,119396.717,G26016305401003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5401, Wayne County, Michigan", , ,53,0,0,10,35,0,0,8,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,25,0,10,49,0,0,29,0,0,37819,228,79,79,66,13,0,149,84.90566038,84.90566038,0,18.86792453
681,26,163,540100,4,2.61635E+11,Block Group 4,G5030,S,202631,0,42.4390741,-83.2166689,G26016305401004,1812.502832,202631.0518,G26016305401004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540100,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5401, Wayne County, Michigan", , ,107,0,0,0,10,36,0,15,10,0,0,36,0,445,15,0,0,0,0,0,0,0,0,0,0,0,13,34,24,199,15,49,75,9,12,0,0,0,35625,457,204,204,107,97,0,253,42.99065421,9.345794393,0,0
682,26,163,540200,1,2.61635E+11,Block Group 1,G5030,S,207023,0,42.4338985,-83.2015995,G26016305402001,2141.095097,207023.1937,G26016305402001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5402, Wayne County, Michigan", , ,73,0,0,12,0,19,13,0,17,0,12,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,127,0,55,121,19,25,0,0,0,19236,411,133,133,73,60,0,278,60.2739726,16.43835616,0,16.43835616
683,26,163,540200,2,2.61635E+11,Block Group 2,G5030,S,175606,0,42.4321378,-83.2058592,G26016305402002,1679.20549,175605.2999,G26016305402002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5402, Wayne County, Michigan", , ,119,0,0,7,9,0,39,20,34,0,0,10,0,316,0,0,0,0,0,0,0,0,0,0,0,0,39,13,22,74,8,10,75,26,21,18,10,0,23185,350,183,183,140,43,0,167,46.21848739,13.44537815,0,5.882352941
684,26,163,540200,3,2.61635E+11,Block Group 3,G5030,S,179074,0,42.4357565,-83.2058874,G26016305402003,1731.053945,179074.4294,G26016305402003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5402, Wayne County, Michigan", , ,145,0,0,0,30,10,21,57,0,0,0,27,0,425,0,0,0,0,0,0,0,0,0,0,0,0,13,76,0,125,44,0,79,17,63,8,0,0,36250,529,231,231,161,70,0,298,42.06896552,20.68965517,0,0
685,26,163,540200,4,2.61635E+11,Block Group 4,G5030,S,177800,0,42.435618,-83.2114159,G26016305402004,1692.198084,177799.6149,G26016305402004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5402, Wayne County, Michigan", , ,196,0,0,0,35,0,0,35,0,114,0,12,0,358,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,81,0,125,39,27,0,0,0,14706,429,196,196,196,0,0,233,17.85714286,17.85714286,0,0
686,26,163,540200,5,2.61635E+11,Block Group 5,G5030,S,178444,0,42.435498,-83.2169033,G26016305402005,1693.710425,178444.8905,G26016305402005,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5402, Wayne County, Michigan", , ,62,0,0,7,11,11,0,0,0,0,33,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,40,0,10,11,0,0,0,51061,204,184,184,71,113,0,20,46.77419355,29.03225806,0,11.29032258
687,26,163,540200,6,2.61635E+11,Block Group 6,G5030,S,357334,0,42.4319742,-83.2139094,G26016305402006,2572.269658,357332.4889,G26016305402006,2013-2017, , ,Michigan,26,Wayne County,163, , ,540200,6, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5402, Wayne County, Michigan", , ,264,0,0,46,118,28,0,72,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,104,56,9,66,44,0,10,0,0,30417,457,329,329,317,12,0,128,72.72727273,62.12121212,0,17.42424242
688,26,163,540300,1,2.61635E+11,Block Group 1,G5030,S,279693,0,42.4267477,-83.2018338,G26016305403001,2320.748168,279692.9056,G26016305403001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5403, Wayne County, Michigan", , ,118,0,0,0,30,9,10,29,0,0,0,0,40,376,15,0,0,0,0,0,0,0,0,0,11,0,0,46,41,21,14,10,44,137,0,37,0,0,18167,426,166,166,118,48,0,260,41.52542373,25.42372881,0,0
689,26,163,540300,2,2.61635E+11,Block Group 2,G5030,S,223031,0,42.4266862,-83.2056087,G26016305403002,2170.339401,223030.2568,G26016305403002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5403, Wayne County, Michigan", , ,394,0,0,69,41,138,0,77,0,25,12,32,0,614,15,0,0,0,0,0,0,0,0,0,0,0,11,32,0,147,40,40,221,9,82,17,0,0,0,813,511,511,394,117,0,302,62.94416244,27.91878173,0,17.51269036
690,26,163,540300,3,2.61635E+11,Block Group 3,G5030,S,173691,0,42.4247844,-83.2098078,G26016305403003,1665.770765,173690.9006,G26016305403003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5403, Wayne County, Michigan", , ,161,0,0,12,0,64,22,0,0,13,25,25,0,283,27,0,0,0,0,0,0,0,16,0,0,0,0,0,60,28,15,13,30,34,37,23,0,0,40568,355,183,183,161,22,0,172,60.86956522,7.453416149,0,7.453416149
691,26,163,540300,4,2.61635E+11,Block Group 4,G5030,S,219498,0,42.4246656,-83.2157078,G26016305403004,1891.789981,219498.5157,G26016305403004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5403, Wayne County, Michigan", , ,240,11,0,32,88,14,40,0,41,0,14,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,180,15,66,70,44,11,11,13,0,23846,553,299,299,240,59,0,254,77.08333333,54.58333333,4.583333333,17.91666667
692,26,163,540300,5,2.61635E+11,Block Group 5,G5030,S,392852,0,42.4283584,-83.2132395,G26016305403005,2752.196831,392850.961,G26016305403005,2013-2017, , ,Michigan,26,Wayne County,163, , ,540300,5, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5403, Wayne County, Michigan", , ,289,0,10,45,18,59,46,66,0,32,13,0,0,615,7,0,0,0,0,0,0,0,0,0,0,0,26,29,29,94,70,33,123,54,150,0,0,0,45027,706,346,346,301,45,0,360,61.5916955,25.25951557,3.460207612,19.03114187
693,26,163,540400,1,2.61635E+11,Block Group 1,G5030,S,276484,0,42.41952,-83.2015564,G26016305404001,2294.904814,276482.4893,G26016305404001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5404, Wayne County, Michigan", , ,82,0,7,3,7,0,6,4,0,0,28,27,0,317,2,0,0,0,0,0,0,0,0,0,0,0,0,17,7,114,10,3,104,5,28,27,0,0,50478,326,145,145,129,16,0,181,28.04878049,20.73170732,8.536585366,12.19512195
694,26,163,540400,2,2.61635E+11,Block Group 2,G5030,S,220650,0,42.419437,-83.2053328,G26016305404002,2159.096082,220649.5902,G26016305404002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5404, Wayne County, Michigan", , ,266,0,0,74,6,78,60,42,0,0,6,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,56,39,0,178,49,0,74,92,20,0,0,0,35408,609,324,324,283,41,0,285,81.95488722,30.07518797,0,27.81954887
695,26,163,540400,3,2.61635E+11,Block Group 3,G5030,S,207565,0,42.4193772,-83.2085824,G26016305404003,2128.384696,207566.7879,G26016305404003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5404, Wayne County, Michigan", , ,103,0,0,46,0,5,22,0,11,0,19,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,24,53,0,90,0,18,66,5,23,30,0,0,0,527,322,322,103,219,0,205,70.87378641,44.66019417,0,44.66019417
696,26,163,540400,4,2.61635E+11,Block Group 4,G5030,S,572511,0,42.4192593,-83.2144926,G26016305404004,3033.737191,572510.4991,G26016305404004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540400,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5404, Wayne County, Michigan", , ,128,0,0,31,24,0,33,40,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,7,56,30,32,0,263,18,56,65,47,35,0,0,5,9967,627,256,256,163,93,0,371,68.75,42.96875,0,24.21875
697,26,163,540500,1,2.61635E+11,Block Group 1,G5030,S,690828,1895,42.4190475,-83.2243522,G26016305405001,3334.537363,692722.0251,G26016305405001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5405, Wayne County, Michigan", , ,374,0,0,0,58,173,84,59,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,9,7,0,22,49,283,69,48,166,67,97,59,0,19,25833,1036,575,575,402,173,0,461,84.22459893,15.50802139,0,0
698,26,163,540500,2,2.61635E+11,Block Group 2,G5030,S,201826,0,42.4237428,-83.2243461,G26016305405002,2162.901871,201826.0782,G26016305405002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5405, Wayne County, Michigan", , ,158,12,35,38,0,0,37,10,0,19,0,0,7,619,13,0,0,0,0,0,0,0,0,0,73,81,21,28,11,164,38,12,47,121,0,10,0,0,18783,784,288,288,216,72,0,496,77.21518987,53.79746835,29.74683544,53.79746835
699,26,163,540500,3,2.61635E+11,Block Group 3,G5030,S,214952,0,42.4259129,-83.2238408,G26016305405003,2923.84081,214952.8755,G26016305405003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5405, Wayne County, Michigan", , ,173,0,0,30,27,39,26,0,0,42,0,9,0,292,40,0,0,0,0,0,0,0,0,0,0,0,10,8,0,44,37,9,97,21,21,2,3,0,49598,361,227,227,173,54,0,134,70.52023121,32.94797688,0,17.34104046
700,26,163,540500,4,2.61635E+11,Block Group 4,G5030,S,282332,0,42.4284243,-83.2247742,G26016305405004,2501.330824,282334.2604,G26016305405004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540500,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5405, Wayne County, Michigan", , ,241,0,26,29,0,63,71,52,0,0,0,0,0,427,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,222,63,0,78,26,0,10,0,0,35141,562,323,323,258,65,0,239,78.42323651,22.82157676,10.78838174,22.82157676
701,26,163,540600,1,2.61635E+11,Block Group 1,G5030,S,222888,0,42.42834,-83.2339777,G26016305406001,2152.460609,222886.3852,G26016305406001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5406, Wayne County, Michigan", , ,370,35,50,8,57,92,0,37,0,40,51,0,0,687,0,0,0,0,0,0,0,0,0,13,0,0,9,61,0,364,0,0,103,102,35,0,0,0,42688,828,432,432,379,53,0,396,65.40540541,40.54054054,22.97297297,25.13513514
702,26,163,540600,2,2.61635E+11,Block Group 2,G5030,S,327825,0,42.4249136,-83.2347783,G26016305406002,2515.918127,327823.6098,G26016305406002,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,2, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5406, Wayne County, Michigan", , ,166,0,0,22,21,41,30,40,12,0,0,0,0,343,25,0,0,0,0,0,0,0,0,0,0,0,19,9,40,67,21,12,90,11,31,0,18,0,37500,392,201,201,179,22,0,191,68.6746988,25.90361446,0,13.25301205
703,26,163,540600,3,2.61635E+11,Block Group 3,G5030,S,327858,0,42.4172466,-83.2339231,G26016305406003,2527.51586,327859.3212,G26016305406003,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,3, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5406, Wayne County, Michigan", , ,258,0,71,14,15,59,29,51,0,8,0,0,11,556,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,196,13,56,138,51,36,41,0,0,42092,684,355,355,315,40,0,329,72.86821705,38.75968992,27.51937984,32.94573643
704,26,163,540600,4,2.61635E+11,Block Group 4,G5030,S,318683,0,42.4212446,-83.2332755,G26016305406004,2877.744268,318683.4754,G26016305406004,2013-2017, , ,Michigan,26,Wayne County,163, , ,540600,4, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5406, Wayne County, Michigan", , ,245,0,0,0,0,119,45,48,0,0,19,0,14,625,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,125,42,22,189,38,78,73,0,0,0,694,338,338,245,93,0,356,66.93877551,0,0,0
705,26,163,540700,1,2.61635E+11,Block Group 1,G5030,S,274788,0,42.4353469,-83.2238104,G26016305407001,2183.14578,274786.3371,G26016305407001,2013-2017, , ,Michigan,26,Wayne County,163, , ,540700,1, , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5407, Wayne County, Michigan", , ,104,0,20,0,32,20,11,0,0,0,0,0,21,274,8,0,0,0,0,0,0,10,10,8,0,0,0,32,21,53,41,12,69,0,10,0,0,0,14500,308,135,135,111,24,0,173,79.80769231,50,19.23076923,19.23076923
