GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTE001,AHZTE002,AHZTE003,AHZTE004,AHZTE005,AHZTE006,AHZTE007,AHZTE008,AHZTE009,AHZTE010,AHZTE011,AHZTE012,AHZTE013,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH1PE001,AH3PE001,AH3PE002,AH3PE003,AH3PE004,AH3PE005,AH3PE006,AH3PE007
G26016305240001,2013-2017,,,Michigan,26,Wayne County,163,,,524000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5240, Wayne County, Michigan",,,255,15,63,32,55,13,0,23,12,26,16,0,0,523,30,0,0,0,0,0,0,0,9,0,50,47,46,5,29,94,77,33,91,0,12,0,0,0,15469,685,271,271,255,16,0,414
G26016305240002,2013-2017,,,Michigan,26,Wayne County,163,,,524000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5240, Wayne County, Michigan",,,305,51,32,5,53,14,0,69,0,5,76,0,0,484,28,0,0,0,0,0,0,0,0,0,47,0,46,23,11,221,6,15,44,43,0,0,0,0,32500,561,356,356,305,51,0,205
G26016305240003,2013-2017,,,Michigan,26,Wayne County,163,,,524000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5240, Wayne County, Michigan",,,405,18,22,132,57,14,9,77,5,39,22,0,10,876,67,0,0,0,0,53,33,39,53,0,59,86,31,68,8,184,27,15,77,56,20,0,0,0,38563,1110,620,620,460,160,0,490
G26016305241001,2013-2017,,,Michigan,26,Wayne County,163,,,524100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5241, Wayne County, Michigan",,,151,0,20,0,47,0,0,10,11,11,11,30,11,461,32,0,0,0,0,25,0,0,22,0,11,0,24,38,0,54,146,45,22,21,10,11,0,0,21071,590,188,188,160,28,0,402
G26016305241002,2013-2017,,,Michigan,26,Wayne County,163,,,524100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5241, Wayne County, Michigan",,,226,26,0,63,29,8,0,100,0,0,0,0,0,545,0,0,12,0,0,8,0,37,84,30,20,42,61,46,11,76,27,11,63,17,0,0,0,0,17639,668,386,386,247,139,0,282
G26016305241003,2013-2017,,,Michigan,26,Wayne County,163,,,524100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5241, Wayne County, Michigan",,,292,0,57,73,0,15,9,84,20,0,24,10,0,683,40,0,0,0,0,0,11,0,73,0,47,100,28,53,9,170,20,0,43,20,47,22,0,0,18008,843,364,364,312,52,0,479
G26016305241004,2013-2017,,,Michigan,26,Wayne County,163,,,524100,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5241, Wayne County, Michigan",,,252,0,21,8,30,75,0,70,0,0,21,0,27,429,0,0,0,0,0,0,8,13,22,0,21,0,28,23,11,242,0,15,38,8,0,0,0,0,20994,592,359,359,298,61,0,233
G26016305242001,2013-2017,,,Michigan,26,Wayne County,163,,,524200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5242, Wayne County, Michigan",,,494,12,123,31,34,0,0,91,0,40,151,12,0,613,0,0,0,0,0,0,0,0,38,0,101,57,88,0,10,192,50,5,65,7,0,0,0,0,21655,868,590,590,494,96,0,278
G26016305242002,2013-2017,,,Michigan,26,Wayne County,163,,,524200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5242, Wayne County, Michigan",,,195,0,0,25,45,13,5,29,14,14,50,0,0,377,37,0,0,0,0,0,0,0,0,27,32,98,31,0,0,29,53,0,54,0,16,0,0,0,40446,482,269,269,195,74,0,213
G26016305242003,2013-2017,,,Michigan,26,Wayne County,163,,,524200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5242, Wayne County, Michigan",,,172,0,0,66,21,30,0,45,10,0,0,0,0,312,0,0,0,0,0,0,0,15,45,21,42,19,0,0,32,104,31,0,3,0,0,0,0,0,40640,542,284,284,172,112,0,258
G26016305242004,2013-2017,,,Michigan,26,Wayne County,163,,,524200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5242, Wayne County, Michigan",,,200,0,3,0,9,0,0,68,21,0,54,45,0,305,41,0,0,0,0,0,0,21,0,0,0,44,0,18,0,67,40,3,59,0,12,0,0,0,35403,440,211,211,200,11,0,229
G26016305242005,2013-2017,,,Michigan,26,Wayne County,163,,,524200,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5242, Wayne County, Michigan",,,522,0,0,94,84,40,21,153,0,0,41,54,35,768,123,0,0,0,0,0,54,29,55,0,0,16,38,91,57,143,88,20,7,43,2,2,0,0,19777,1026,715,715,529,186,0,311
G26016305242006,2013-2017,,,Michigan,26,Wayne County,163,,,524200,6,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5242, Wayne County, Michigan",,,210,0,0,24,0,80,33,73,0,0,0,0,0,544,23,0,0,0,0,0,0,23,12,0,31,28,70,47,0,150,31,17,90,11,11,0,0,0,26897,666,291,291,256,35,0,375
G26016305243001,2013-2017,,,Michigan,26,Wayne County,163,,,524300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5243, Wayne County, Michigan",,,146,11,10,10,41,7,0,53,0,0,6,8,0,350,9,0,0,0,0,14,18,0,10,0,0,13,23,26,0,87,21,50,6,14,21,38,0,0,32847,454,211,211,160,51,0,243
G26016305243002,2013-2017,,,Michigan,26,Wayne County,163,,,524300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5243, Wayne County, Michigan",,,434,0,34,105,86,90,43,46,0,21,9,0,0,732,16,0,0,0,17,25,5,0,97,25,16,56,42,69,65,157,16,6,94,9,17,0,0,0,31406,1038,580,580,434,146,0,458
G26016305243003,2013-2017,,,Michigan,26,Wayne County,163,,,524300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5243, Wayne County, Michigan",,,212,0,0,14,48,55,23,35,0,0,5,32,0,455,16,0,0,0,0,0,0,20,0,18,27,44,16,37,12,147,12,31,23,8,0,11,33,0,,556,315,315,228,87,0,241
G26016305245001,2013-2017,,,Michigan,26,Wayne County,163,,,524500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5245, Wayne County, Michigan",,,7,0,4,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,14,4,0,0,,36,7,7,7,0,0,29
G26016305245002,2013-2017,,,Michigan,26,Wayne County,163,,,524500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5245, Wayne County, Michigan",,,13,0,9,4,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,9,0,7,7,0,3,0,4,13,0,0,0,0,0,,43,13,13,13,0,0,30
G26016305247001,2013-2017,,,Michigan,26,Wayne County,163,,,524700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5247, Wayne County, Michigan",,,28,0,0,11,0,0,9,0,0,0,0,0,8,213,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,59,29,0,95,11,11,0,0,0,36492,225,110,110,39,71,0,115
G26016305247002,2013-2017,,,Michigan,26,Wayne County,163,,,524700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5247, Wayne County, Michigan",,,124,0,30,27,0,34,0,24,0,0,0,0,9,334,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,57,38,22,22,29,111,8,0,0,32557,372,127,127,124,3,0,245
G26016305247003,2013-2017,,,Michigan,26,Wayne County,163,,,524700,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5247, Wayne County, Michigan",,,161,0,0,0,67,29,0,0,0,0,16,49,0,560,0,0,0,0,0,0,0,0,0,0,33,41,34,15,22,240,13,28,43,38,39,14,0,0,9499,641,206,206,161,45,0,435
G26016305247004,2013-2017,,,Michigan,26,Wayne County,163,,,524700,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5247, Wayne County, Michigan",,,188,0,0,26,54,5,0,33,0,0,14,0,56,320,0,0,0,0,0,0,0,0,0,0,7,13,28,46,21,116,0,47,7,0,35,0,0,0,,483,247,247,188,59,0,236
G26016305247005,2013-2017,,,Michigan,26,Wayne County,163,,,524700,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5247, Wayne County, Michigan",,,170,0,17,22,0,93,0,9,0,0,0,0,29,345,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,239,0,14,15,48,4,19,0,0,26302,476,194,194,170,24,0,282
G26016305247006,2013-2017,,,Michigan,26,Wayne County,163,,,524700,6,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5247, Wayne County, Michigan",,,538,0,65,35,72,52,0,91,79,0,144,0,0,970,77,0,0,0,0,11,8,0,0,0,19,0,47,33,17,237,20,87,293,66,46,9,0,0,43235,1100,611,611,538,73,0,489
G26016305248001,2013-2017,,,Michigan,26,Wayne County,163,,,524800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5248, Wayne County, Michigan",,,59,0,0,0,23,28,0,8,0,0,0,0,0,318,63,0,0,0,0,0,0,0,0,0,0,0,0,63,0,22,6,0,94,31,39,0,0,0,,329,125,125,59,66,0,204
G26016305248002,2013-2017,,,Michigan,26,Wayne County,163,,,524800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5248, Wayne County, Michigan",,,166,0,4,17,57,33,9,23,0,15,0,8,0,337,0,0,0,0,0,0,0,0,0,26,0,7,3,23,51,61,21,61,30,20,34,0,0,0,,464,189,189,166,23,0,275
G26016305248003,2013-2017,,,Michigan,26,Wayne County,163,,,524800,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5248, Wayne County, Michigan",,,203,0,0,10,73,86,0,0,0,0,10,24,0,526,8,0,0,0,0,0,18,0,0,0,0,0,0,94,2,98,84,55,61,12,86,8,0,0,25650,605,279,279,203,76,0,326
G26016305248004,2013-2017,,,Michigan,26,Wayne County,163,,,524800,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5248, Wayne County, Michigan",,,73,0,0,25,0,0,0,6,0,0,18,24,0,330,0,0,0,0,0,0,46,0,0,0,11,24,0,0,25,82,0,26,35,25,46,10,0,0,63426,330,155,155,100,55,0,175
G26016305248005,2013-2017,,,Michigan,26,Wayne County,163,,,524800,5,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5248, Wayne County, Michigan",,,225,0,32,0,41,83,0,29,9,0,15,16,0,367,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,52,62,23,130,54,19,15,0,0,,450,231,231,225,6,0,219
G26016305249001,2013-2017,,,Michigan,26,Wayne County,163,,,524900,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5249, Wayne County, Michigan",,,156,19,0,18,0,23,0,36,7,20,0,33,0,410,8,0,0,0,0,19,0,0,58,6,34,7,2,38,23,132,34,16,25,8,0,0,0,0,21125,475,210,210,168,42,0,265
G26016305249002,2013-2017,,,Michigan,26,Wayne County,163,,,524900,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5249, Wayne County, Michigan",,,182,0,0,20,37,30,20,43,0,7,18,7,0,424,51,0,0,14,0,0,0,2,55,0,13,42,39,2,11,120,36,0,31,4,4,0,0,0,32400,495,264,264,184,80,0,231
G26016305250001,2013-2017,,,Michigan,26,Wayne County,163,,,525000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5250, Wayne County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,5,0,0,0,0,0,5
G26016305250002,2013-2017,,,Michigan,26,Wayne County,163,,,525000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5250, Wayne County, Michigan",,,130,27,6,13,31,13,0,20,6,0,7,0,7,320,0,0,0,0,0,8,0,0,0,8,10,30,9,12,24,146,20,16,20,17,0,0,0,0,15625,352,182,182,147,35,0,170
G26016305250003,2013-2017,,,Michigan,26,Wayne County,163,,,525000,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5250, Wayne County, Michigan",,,105,11,18,14,10,0,0,32,0,9,11,0,0,264,0,0,0,0,0,0,0,0,9,0,0,18,9,7,29,108,14,14,51,4,0,1,0,0,,325,148,148,114,34,0,177
G26016305254001,2013-2017,,,Michigan,26,Wayne County,163,,,525400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5254, Wayne County, Michigan",,,281,15,14,51,12,19,0,72,15,38,36,9,0,553,25,0,0,0,0,0,0,0,32,15,9,15,37,44,4,173,48,11,117,21,0,1,0,1,26528,630,326,326,295,31,0,304
G26016305254002,2013-2017,,,Michigan,26,Wayne County,163,,,525400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5254, Wayne County, Michigan",,,208,0,40,43,55,0,4,44,12,0,10,0,0,342,14,0,0,0,0,0,0,4,0,0,0,12,32,6,0,134,9,14,77,20,8,8,4,0,27344,381,273,273,208,65,0,108
G26016305254003,2013-2017,,,Michigan,26,Wayne County,163,,,525400,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5254, Wayne County, Michigan",,,176,0,28,11,62,19,18,18,17,0,0,3,0,615,11,0,0,0,0,14,0,0,13,6,31,27,36,64,0,133,36,41,154,26,17,0,6,0,15000,743,276,276,188,88,0,467
G26016305255001,2013-2017,,,Michigan,26,Wayne County,163,,,525500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5255, Wayne County, Michigan",,,130,11,24,3,66,0,0,11,0,0,0,0,15,436,12,0,0,0,0,4,0,0,27,0,33,44,24,5,5,128,68,10,52,7,12,5,0,0,33250,553,213,213,145,68,0,340
G26016305255002,2013-2017,,,Michigan,26,Wayne County,163,,,525500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5255, Wayne County, Michigan",,,74,0,0,17,11,8,0,0,0,13,5,20,0,248,32,0,0,0,0,0,0,0,3,4,0,11,15,13,9,91,47,0,0,23,0,0,0,0,31298,289,111,111,89,22,0,178
G26016305256001,2013-2017,,,Michigan,26,Wayne County,163,,,525600,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5256, Wayne County, Michigan",,,134,0,0,26,40,7,19,17,0,12,13,0,0,251,8,0,0,0,0,0,0,0,18,0,9,13,19,12,10,66,32,11,12,32,9,0,0,0,20542,373,208,208,169,39,0,165
G26016305256002,2013-2017,,,Michigan,26,Wayne County,163,,,525600,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5256, Wayne County, Michigan",,,292,0,11,69,17,90,30,40,0,6,22,0,7,554,25,6,0,0,11,10,0,11,83,39,6,12,68,55,5,123,10,18,49,23,0,0,0,0,36176,702,364,364,326,38,0,338
G26016305257001,2013-2017,,,Michigan,26,Wayne County,163,,,525700,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5257, Wayne County, Michigan",,,384,0,0,67,23,11,13,144,85,0,41,0,0,595,58,0,0,0,36,0,32,0,96,78,16,34,0,35,0,106,24,0,38,31,11,0,0,0,32396,774,513,513,439,74,0,261
G26016305257002,2013-2017,,,Michigan,26,Wayne County,163,,,525700,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5257, Wayne County, Michigan",,,334,34,0,35,110,46,28,29,16,10,16,10,0,575,0,0,0,0,0,0,0,10,101,0,0,16,59,89,0,174,68,0,12,22,24,0,0,0,27167,627,395,395,334,61,0,232
G26016305257003,2013-2017,,,Michigan,26,Wayne County,163,,,525700,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5257, Wayne County, Michigan",,,995,0,54,142,243,166,120,102,62,51,29,26,0,1346,24,0,0,9,26,53,0,9,255,28,50,156,28,80,28,438,50,13,28,48,23,0,0,0,41935,1763,1266,1266,1009,257,0,497
G26016305257004,2013-2017,,,Michigan,26,Wayne County,163,,,525700,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5257, Wayne County, Michigan",,,350,0,11,0,65,27,120,85,0,0,42,0,0,482,33,0,0,0,0,0,0,0,50,0,54,79,11,0,0,45,53,27,53,0,51,26,0,0,40417,623,393,393,366,27,0,230
G26016305258001,2013-2017,,,Michigan,26,Wayne County,163,,,525800,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5258, Wayne County, Michigan",,,376,5,31,47,51,49,51,65,0,44,27,6,0,431,0,0,0,17,0,0,0,0,44,0,48,13,9,13,46,104,16,15,31,16,26,29,4,0,39423,554,428,428,379,49,0,126
G26016305258002,2013-2017,,,Michigan,26,Wayne County,163,,,525800,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5258, Wayne County, Michigan",,,358,0,16,66,49,84,0,14,35,59,24,0,11,722,87,0,0,0,0,0,0,36,37,0,31,40,43,77,19,140,25,46,87,0,39,0,0,15,29107,981,486,486,425,61,0,495
G26016305260001,2013-2017,,,Michigan,26,Wayne County,163,,,526000,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5260, Wayne County, Michigan",,,408,0,32,136,54,78,0,53,0,40,0,15,0,810,47,0,0,0,0,0,24,0,93,6,89,55,40,34,25,176,44,7,73,64,15,18,0,0,25625,908,475,475,427,48,0,433
G26016305260002,2013-2017,,,Michigan,26,Wayne County,163,,,526000,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5260, Wayne County, Michigan",,,483,13,93,91,89,54,5,64,34,0,40,0,0,795,43,0,0,0,0,0,7,0,94,35,17,31,85,36,35,208,23,18,104,6,27,26,0,0,19864,1165,590,590,492,98,0,575
G26016305261001,2013-2017,,,Michigan,26,Wayne County,163,,,526100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5261, Wayne County, Michigan",,,237,0,15,92,14,38,0,25,17,14,22,0,0,459,48,0,0,0,5,5,0,31,23,12,17,0,0,50,5,92,15,13,97,23,6,17,0,0,32500,589,296,296,242,54,0,293
G26016305261002,2013-2017,,,Michigan,26,Wayne County,163,,,526100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5261, Wayne County, Michigan",,,364,0,24,42,58,47,29,51,4,67,30,0,12,890,116,0,0,0,0,10,0,62,72,14,11,8,25,35,33,248,68,29,119,22,7,11,0,0,26903,1146,449,449,364,85,0,697
G26016305262001,2013-2017,,,Michigan,26,Wayne County,163,,,526200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5262, Wayne County, Michigan",,,257,0,43,40,29,65,17,26,0,11,0,26,0,647,37,0,0,0,0,32,0,18,43,0,78,59,36,43,56,130,23,7,62,8,14,1,0,0,32500,834,321,321,263,58,0,513
G26016305262002,2013-2017,,,Michigan,26,Wayne County,163,,,526200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5262, Wayne County, Michigan",,,264,0,14,49,18,37,12,35,0,0,53,12,34,411,45,0,0,0,0,0,0,0,27,18,0,60,57,39,0,97,8,0,43,5,12,0,0,0,30217,553,314,314,264,50,0,239
G26016305262003,2013-2017,,,Michigan,26,Wayne County,163,,,526200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5262, Wayne County, Michigan",,,347,0,19,47,68,77,35,31,0,0,11,34,25,523,37,0,0,0,0,0,0,33,55,0,13,45,12,67,11,120,6,0,72,31,21,0,0,0,32125,752,415,415,347,68,0,337
G26016305263001,2013-2017,,,Michigan,26,Wayne County,163,,,526300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5263, Wayne County, Michigan",,,351,0,39,45,58,37,0,20,0,55,26,39,32,582,0,0,0,0,0,10,0,33,81,24,0,83,48,15,50,157,10,11,40,0,20,0,0,0,32656,653,372,372,351,21,0,281
G26016305263002,2013-2017,,,Michigan,26,Wayne County,163,,,526300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5263, Wayne County, Michigan",,,173,0,0,9,52,17,70,11,14,0,0,0,0,416,0,0,0,0,53,0,0,20,78,0,0,11,33,2,14,62,68,14,35,9,17,0,0,0,39405,520,271,271,229,42,0,249
G26016305263003,2013-2017,,,Michigan,26,Wayne County,163,,,526300,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5263, Wayne County, Michigan",,,450,0,29,55,8,0,6,156,53,35,72,36,0,943,31,0,0,0,0,0,39,0,56,0,112,102,15,37,16,178,49,95,132,47,34,0,0,0,27721,1084,523,523,450,73,0,561
G26016305264001,2013-2017,,,Michigan,26,Wayne County,163,,,526400,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5264, Wayne County, Michigan",,,234,26,0,10,0,69,79,21,16,0,13,0,0,463,74,0,0,0,12,55,20,0,57,0,47,20,5,8,15,88,52,0,10,0,0,0,0,0,28808,553,258,258,250,8,0,295
G26016305264002,2013-2017,,,Michigan,26,Wayne County,163,,,526400,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5264, Wayne County, Michigan",,,201,0,16,10,0,46,72,41,0,0,16,0,0,360,9,0,0,0,0,0,0,5,30,0,30,94,12,29,2,49,23,6,59,0,12,0,0,0,31250,468,278,278,229,49,0,190
G26016305265001,2013-2017,,,Michigan,26,Wayne County,163,,,526500,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5265, Wayne County, Michigan",,,98,0,0,0,22,17,20,29,0,0,10,0,0,265,0,0,0,0,0,0,20,0,0,0,0,0,0,59,60,35,31,14,28,4,0,14,0,0,,341,117,117,98,19,0,224
G26016305265002,2013-2017,,,Michigan,26,Wayne County,163,,,526500,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5265, Wayne County, Michigan",,,241,0,0,4,70,17,0,98,0,0,52,0,0,759,16,0,0,0,0,0,40,0,51,13,0,20,33,86,0,272,32,46,112,9,19,10,0,0,26198,822,341,341,243,98,0,481
G26016305265003,2013-2017,,,Michigan,26,Wayne County,163,,,526500,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5265, Wayne County, Michigan",,,73,0,0,0,12,8,30,13,10,0,0,0,0,207,21,0,0,0,0,0,0,8,0,0,0,8,0,27,13,26,19,9,66,0,0,10,0,0,21932,332,152,152,73,79,0,180
G26016305272001,2013-2017,,,Michigan,26,Wayne County,163,,,527200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5272, Wayne County, Michigan",,,57,1,3,11,18,18,4,0,0,0,0,0,2,328,37,0,0,0,0,0,0,0,0,0,22,0,0,0,0,63,28,42,95,15,22,0,0,4,25292,364,130,130,75,55,0,234
G26016305272002,2013-2017,,,Michigan,26,Wayne County,163,,,527200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5272, Wayne County, Michigan",,,56,0,0,0,30,0,5,0,21,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,22,26,6,0,2,12,0,2,,124,82,82,56,26,0,42
G26016305273001,2013-2017,,,Michigan,26,Wayne County,163,,,527300,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5273, Wayne County, Michigan",,,117,0,0,0,73,35,9,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,38,36,11,46,22,13,121,7,29,0,0,0,,423,204,204,117,87,0,219
G26016305273002,2013-2017,,,Michigan,26,Wayne County,163,,,527300,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5273, Wayne County, Michigan",,,109,0,1,0,43,15,0,25,0,6,8,11,0,274,0,0,0,0,0,0,0,0,0,0,6,0,16,18,0,50,75,29,35,31,14,0,0,0,19844,298,130,130,109,21,0,168
G26016305301001,2013-2017,,,Michigan,26,Wayne County,163,,,530100,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5301, Wayne County, Michigan",,,143,0,8,0,20,40,19,18,8,0,0,30,0,484,8,0,0,0,0,0,0,0,0,14,0,0,27,40,0,46,29,97,162,43,10,0,0,8,10477,619,267,267,174,93,0,352
G26016305301002,2013-2017,,,Michigan,26,Wayne County,163,,,530100,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5301, Wayne County, Michigan",,,49,0,0,5,24,0,0,12,0,0,0,0,8,242,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,62,50,20,76,19,0,0,0,0,22500,260,86,86,64,22,0,174
G26016305301003,2013-2017,,,Michigan,26,Wayne County,163,,,530100,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5301, Wayne County, Michigan",,,127,1,21,21,30,0,0,54,0,0,0,0,0,603,2,0,0,0,0,0,0,1,0,0,0,27,0,19,2,125,48,47,153,26,84,48,9,12,38654,650,272,272,235,37,0,378
G26016305301004,2013-2017,,,Michigan,26,Wayne County,163,,,530100,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5301, Wayne County, Michigan",,,115,0,61,0,54,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,102,0,36,26,0,0,28510,325,129,129,115,14,0,196
G26016305302001,2013-2017,,,Michigan,26,Wayne County,163,,,530200,1,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5302, Wayne County, Michigan",,,245,0,57,29,0,55,27,69,8,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,205,31,54,31,24,104,58,0,0,62708,564,418,418,331,87,0,146
G26016305302002,2013-2017,,,Michigan,26,Wayne County,163,,,530200,2,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5302, Wayne County, Michigan",,,479,0,90,20,55,98,8,129,25,0,54,0,0,798,37,0,0,0,0,0,0,0,11,0,0,10,59,24,25,162,65,73,129,51,75,77,0,0,48088,1006,677,677,548,129,0,329
G26016305302003,2013-2017,,,Michigan,26,Wayne County,163,,,530200,3,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5302, Wayne County, Michigan",,,120,9,14,0,64,33,0,0,0,0,0,0,0,129,9,0,0,0,0,0,0,0,0,2,0,2,1,7,0,47,29,11,7,14,0,0,0,0,36595,239,127,127,120,7,0,112
G26016305302004,2013-2017,,,Michigan,26,Wayne County,163,,,530200,4,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5302, Wayne County, Michigan",,,345,11,100,40,7,64,91,4,15,0,13,0,0,460,0,0,0,0,0,0,0,0,0,0,12,0,3,24,22,161,3,42,57,66,28,37,0,5,,1275,528,528,369,159,0,747
