GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AHZTM001,AHZTM002,AHZTM003,AHZTM004,AHZTM005,AHZTM006,AHZTM007,AHZTM008,AHZTM009,AHZTM010,AHZTM011,AHZTM012,AHZTM013,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,AH1PM001,AH3PM001,AH3PM002,AH3PM003,AH3PM004,AH3PM005,AH3PM006,AH3PM007
"G26016305384002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5384, Wayne County, Michigan",,,205,10,10,125,57,45,31,92,19,10,27,17,26,172,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,10,10,44,54,104,75,36,31,17868,215,205,205,205,10,10,87
"G26016305384003","2013-2017",,,"Michigan","26","Wayne County","163",,,"538400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5384, Wayne County, Michigan",,,189,10,10,92,65,66,51,78,10,22,20,34,16,201,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,53,23,92,72,77,91,18,37,85998,243,193,193,189,31,10,114
"G26016305384004","2013-2017",,,"Michigan","26","Wayne County","163",,,"538400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5384, Wayne County, Michigan",,,225,10,58,70,55,106,69,47,23,10,41,37,10,258,10,10,10,10,10,10,10,10,10,10,23,10,10,10,39,65,91,49,80,36,155,89,27,20,27968,322,256,256,226,191,10,220
"G26016305385001","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5385, Wayne County, Michigan",,,66,10,10,10,38,39,39,12,10,10,10,27,10,143,10,10,10,10,10,10,10,10,10,10,20,10,14,21,31,41,38,31,48,55,43,10,10,18,23609,147,117,117,66,71,10,87
"G26016305385002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5385, Wayne County, Michigan",,,114,10,26,57,33,42,10,10,10,29,10,10,13,129,18,10,10,10,10,10,10,10,39,10,10,10,24,24,17,95,30,19,10,18,50,15,10,10,,152,119,119,114,31,10,78
"G26016305385003","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5385, Wayne County, Michigan",,,56,10,20,42,10,42,10,19,10,10,10,10,10,197,25,10,10,10,10,10,10,10,10,10,30,10,10,17,10,84,66,52,77,78,14,60,10,19,15361,197,59,59,56,43,10,189
"G26016305385004","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5385, Wayne County, Michigan",,,72,10,10,10,17,60,17,32,10,10,10,10,15,142,10,10,10,10,10,10,10,10,10,10,10,17,10,10,10,97,26,23,59,22,18,13,10,10,,147,81,81,72,39,10,111
"G26016305385005","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5385, Wayne County, Michigan",,,171,36,81,10,91,31,27,20,10,10,16,10,10,173,10,10,10,10,10,10,10,10,10,10,10,10,10,16,55,83,38,23,68,14,50,49,10,10,27378,275,191,191,179,44,10,113
"G26016305385006","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5385, Wayne County, Michigan",,,101,10,10,52,44,32,21,63,10,20,10,10,10,160,10,10,10,10,10,10,10,10,10,10,10,23,14,53,10,36,30,22,89,41,47,54,10,10,,165,138,138,116,53,10,90
"G26016305385007","2013-2017",,,"Michigan","26","Wayne County","163",,,"538500","7",,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 5385, Wayne County, Michigan",,,191,10,33,108,44,56,27,84,44,10,82,36,10,260,36,10,10,10,10,10,10,10,10,10,10,87,54,41,28,122,35,61,205,29,77,36,10,10,21904,308,222,222,189,102,10,208
"G26016305386001","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5386, Wayne County, Michigan",,,132,10,10,111,60,18,10,33,10,53,10,10,10,160,31,10,10,10,10,10,10,10,10,10,10,10,16,14,15,75,20,28,156,15,10,28,16,10,11799,180,162,162,160,19,10,93
"G26016305386002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5386, Wayne County, Michigan",,,140,10,38,10,10,70,10,52,10,44,52,10,18,214,35,10,10,10,10,10,10,10,10,10,10,2,45,10,15,43,30,34,101,18,127,10,10,10,23875,263,261,261,156,128,10,98
"G26016305386003","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5386, Wayne County, Michigan",,,209,10,10,58,22,77,73,46,10,10,58,21,60,308,10,10,10,10,10,10,10,10,10,10,10,10,46,10,81,145,47,26,134,60,43,22,10,17,10086,341,279,279,209,133,10,243
"G26016305386004","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5386, Wayne County, Michigan",,,179,10,10,15,71,41,74,84,10,10,10,45,10,280,10,10,10,10,10,10,10,59,10,10,10,42,10,59,10,85,37,72,157,50,26,39,10,10,12590,293,259,259,189,96,10,98
"G26016305386005","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5386, Wayne County, Michigan",,,159,10,10,10,64,103,14,95,24,54,17,26,10,208,2,10,10,10,10,10,10,10,21,10,10,10,22,52,10,89,65,64,127,58,63,14,10,10,7789,210,174,174,158,70,10,97
"G26016305386006","2013-2017",,,"Michigan","26","Wayne County","163",,,"538600","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5386, Wayne County, Michigan",,,221,10,35,14,78,90,41,52,10,54,102,10,10,208,10,10,10,10,10,10,10,10,10,10,10,10,10,17,26,84,24,16,96,84,84,52,19,18,40778,316,238,238,221,70,10,169
"G26016305387001","2013-2017",,,"Michigan","26","Wayne County","163",,,"538700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5387, Wayne County, Michigan",,,135,32,10,10,66,72,54,47,10,14,14,11,10,229,10,10,10,10,10,10,10,10,10,10,10,29,23,49,55,113,20,25,110,49,50,45,10,10,6310,266,168,168,135,76,10,177
"G26016305387002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5387, Wayne County, Michigan",,,146,10,10,13,91,38,42,54,9,34,24,42,35,270,10,10,10,10,10,10,10,10,10,10,10,10,68,10,16,216,48,30,112,71,42,9,10,10,4942,320,177,177,156,116,10,209
"G26016305387003","2013-2017",,,"Michigan","26","Wayne County","163",,,"538700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5387, Wayne County, Michigan",,,203,10,10,27,36,167,34,43,10,48,17,67,14,260,10,10,10,10,10,10,10,27,10,10,10,10,16,62,30,177,10,60,85,71,38,58,10,10,10173,299,213,213,204,63,10,141
"G26016305388001","2013-2017",,,"Michigan","26","Wayne County","163",,,"538800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5388, Wayne County, Michigan",,,110,10,10,29,52,57,18,67,10,10,31,9,10,156,10,10,10,10,10,10,10,10,10,23,9,13,10,47,22,66,25,33,62,60,47,29,10,10,10807,203,165,165,135,48,10,142
"G26016305388002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5388, Wayne County, Michigan",,,93,9,9,34,16,30,48,39,10,25,10,35,10,144,10,10,10,10,10,10,10,10,10,10,23,10,14,9,10,49,34,14,98,33,29,38,10,10,6480,175,104,104,94,46,10,105
"G26016305389001","2013-2017",,,"Michigan","26","Wayne County","163",,,"538900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5389, Wayne County, Michigan",,,154,10,10,28,100,24,48,10,10,10,124,10,10,165,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,59,19,52,56,86,70,74,53,10,13623,167,155,155,154,24,10,100
"G26016305389002","2013-2017",,,"Michigan","26","Wayne County","163",,,"538900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5389, Wayne County, Michigan",,,154,25,41,42,17,71,51,26,10,10,42,27,12,181,17,10,10,10,10,10,10,10,10,10,10,22,46,25,10,51,41,31,106,19,141,14,10,10,7485,223,183,183,154,76,10,117
"G26016305389003","2013-2017",,,"Michigan","26","Wayne County","163",,,"538900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5389, Wayne County, Michigan",,,138,10,26,72,13,53,36,45,10,10,33,10,10,147,11,10,10,10,10,10,10,10,10,10,15,10,11,31,44,97,43,23,84,44,31,53,30,10,,162,138,138,138,46,10,100
"G26016305389004","2013-2017",,,"Michigan","26","Wayne County","163",,,"538900","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5389, Wayne County, Michigan",,,209,10,24,10,73,24,26,86,10,40,59,10,10,292,16,10,10,10,10,10,10,10,17,10,10,10,38,99,10,121,177,19,105,59,31,19,10,70,6038,323,270,270,270,10,10,305
"G26016305390001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5390, Wayne County, Michigan",,,146,10,10,24,84,29,48,76,10,10,10,50,72,158,3,10,10,10,10,6,10,10,3,10,3,10,3,55,17,99,64,23,74,47,73,10,10,10,17870,270,200,200,147,78,10,114
"G26016305390002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5390, Wayne County, Michigan",,,130,31,18,41,16,37,10,45,10,10,10,57,23,188,10,10,10,10,10,10,10,10,10,10,10,28,32,45,10,60,10,24,43,58,71,22,10,10,16534,244,147,147,144,18,10,121
"G26016305390003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5390, Wayne County, Michigan",,,113,34,10,45,60,10,10,16,10,10,9,20,35,160,20,10,10,10,10,10,10,10,10,10,10,10,52,64,56,16,24,33,48,40,58,10,10,10,18425,193,130,130,116,59,10,107
"G26016305390004","2013-2017",,,"Michigan","26","Wayne County","163",,,"539000","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5390, Wayne County, Michigan",,,94,10,10,40,50,10,10,41,10,10,12,10,13,79,10,10,10,10,10,10,10,10,16,10,23,10,22,19,13,32,9,20,42,15,44,10,10,10,17206,165,117,117,98,46,10,104
"G26016305391001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5391, Wayne County, Michigan",,,145,19,52,49,34,84,23,47,10,7,34,6,10,126,12,10,10,10,10,10,10,10,10,10,10,10,33,21,33,68,56,22,47,18,36,30,8,10,5500,187,158,158,145,56,10,104
"G26016305391002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5391, Wayne County, Michigan",,,125,10,10,59,64,36,31,48,17,29,9,10,17,151,15,10,10,10,10,10,10,10,10,10,10,10,10,48,10,70,17,15,127,37,16,19,10,10,14201,211,145,145,125,67,10,171
"G26016305392001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5392, Wayne County, Michigan",,,108,10,10,25,32,76,10,30,10,10,82,10,10,187,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,145,35,10,144,42,10,10,10,10,,188,163,163,108,154,10,73
"G26016305392002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5392, Wayne County, Michigan",,,161,10,10,106,63,27,114,10,44,10,10,10,10,404,10,10,10,10,10,10,10,10,10,34,109,10,80,10,10,76,59,76,98,149,113,31,10,25,9026,692,234,234,161,120,10,608
"G26016305392003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5392, Wayne County, Michigan",,,122,10,10,35,52,89,10,10,10,10,10,10,10,232,33,10,10,10,10,10,10,10,10,20,39,10,10,57,54,130,10,32,71,129,37,44,10,10,6162,268,196,196,152,121,10,207
"G26016305392004","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5392, Wayne County, Michigan",,,92,10,10,10,66,38,10,10,10,10,28,10,10,170,46,10,10,10,10,10,10,10,10,10,10,10,10,10,10,86,33,10,28,67,43,10,10,10,,170,96,96,96,10,10,114
"G26016305392005","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5392, Wayne County, Michigan",,,208,10,10,10,101,69,10,116,106,30,34,10,10,267,10,10,10,10,10,10,10,10,10,10,56,10,10,96,10,186,10,35,82,110,113,10,10,35,7514,333,290,290,206,157,10,156
"G26016305392006","2013-2017",,,"Michigan","26","Wayne County","163",,,"539200","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5392, Wayne County, Michigan",,,101,10,10,47,37,10,14,34,10,52,10,41,10,325,52,10,10,10,10,10,10,10,10,10,19,30,18,14,19,259,53,13,58,75,35,34,10,99,16518,338,191,191,171,37,10,203
"G26016305393001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5393, Wayne County, Michigan",,,94,10,10,36,60,48,10,17,18,10,10,10,10,187,19,10,10,10,10,10,10,10,10,10,13,10,10,45,19,67,28,35,126,92,50,47,10,10,12631,197,134,134,117,34,10,161
"G26016305393002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5393, Wayne County, Michigan",,,75,10,10,22,48,24,10,31,10,10,10,10,10,140,10,10,10,10,10,10,10,10,10,10,10,10,10,48,15,77,41,27,43,20,32,10,10,10,12055,153,88,88,75,47,10,115
"G26016305393003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5393, Wayne County, Michigan",,,98,10,10,54,62,58,13,39,10,22,10,10,10,225,39,10,10,10,10,10,10,10,10,10,10,10,10,37,57,137,27,20,95,33,58,50,14,17,11376,250,137,137,100,56,10,182
"G26016305393004","2013-2017",,,"Michigan","26","Wayne County","163",,,"539300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5393, Wayne County, Michigan",,,165,10,10,73,55,76,10,74,10,10,61,57,10,146,10,10,10,10,10,10,10,10,10,10,10,10,10,47,21,44,16,54,132,30,74,42,10,14,17231,290,178,178,165,60,10,206
"G26016305394001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5394, Wayne County, Michigan",,,183,10,60,57,50,149,46,54,40,10,23,23,10,183,25,10,10,10,10,10,12,25,10,10,12,12,40,10,48,83,52,30,119,55,44,32,10,10,7919,227,174,174,181,73,10,146
"G26016305394002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5394, Wayne County, Michigan",,,138,10,27,36,59,80,44,65,23,12,15,26,16,182,10,10,10,10,10,10,10,10,10,10,10,10,14,78,10,71,29,62,97,24,64,46,10,10,9338,252,184,184,138,93,10,121
"G26016305394003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5394, Wayne County, Michigan",,,131,10,13,69,64,27,10,37,40,13,46,10,10,232,22,10,10,10,10,10,10,10,41,53,10,10,15,55,17,136,54,33,98,41,21,16,17,20,9416,266,181,181,153,96,10,206
"G26016305395001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5395, Wayne County, Michigan",,,67,10,10,53,31,31,10,10,10,23,10,10,10,144,10,10,10,10,10,10,10,10,10,10,10,10,43,10,10,108,10,21,23,10,21,10,10,10,6878,215,110,110,67,54,10,175
"G26016305395002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5395, Wayne County, Michigan",,,145,10,10,25,69,59,10,74,10,10,24,24,10,189,10,10,10,10,10,10,10,10,10,10,10,60,10,30,39,82,10,42,59,43,53,50,10,10,30683,229,164,164,154,30,10,117
"G26016305395003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5395, Wayne County, Michigan",,,133,10,10,36,75,13,40,31,10,10,117,10,10,157,10,10,10,10,10,10,10,10,14,10,10,13,10,10,18,69,46,47,66,81,10,36,10,10,9956,213,192,192,133,109,10,104
"G26016305395004","2013-2017",,,"Michigan","26","Wayne County","163",,,"539500","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5395, Wayne County, Michigan",,,102,10,10,59,70,83,10,24,10,21,10,10,10,161,10,10,10,10,10,12,12,10,14,10,21,18,10,39,29,82,10,24,112,30,122,90,28,10,3766,207,132,132,102,80,10,198
"G26016305396001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5396, Wayne County, Michigan",,,233,10,10,10,58,103,43,127,65,10,10,10,10,162,10,10,10,10,10,10,10,10,21,10,10,19,10,20,13,51,78,30,57,70,36,28,10,10,,318,231,231,234,62,10,136
"G26016305396002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5396, Wayne County, Michigan",,,98,10,10,16,44,41,31,55,10,14,28,10,24,186,10,10,10,10,10,10,10,10,15,10,10,10,10,52,27,87,42,65,135,12,70,51,10,10,26370,239,100,100,99,15,10,224
"G26016305396003","2013-2017",,,"Michigan","26","Wayne County","163",,,"539600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5396, Wayne County, Michigan",,,150,10,10,27,49,55,23,62,10,34,25,24,96,256,10,10,10,10,10,10,10,10,10,10,19,24,10,69,10,107,12,56,118,21,64,56,10,16,2384,400,280,280,150,177,10,175
"G26016305397001","2013-2017",,,"Michigan","26","Wayne County","163",,,"539700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5397, Wayne County, Michigan",,,102,10,27,32,38,45,29,35,10,10,37,7,18,176,3,10,10,10,10,10,10,40,2,31,8,25,22,38,10,87,37,27,67,55,21,20,10,10,18044,195,102,102,102,57,10,136
"G26016305397002","2013-2017",,,"Michigan","26","Wayne County","163",,,"539700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5397, Wayne County, Michigan",,,99,10,10,41,39,28,12,44,10,10,34,10,31,150,12,10,10,10,10,10,10,10,14,10,10,8,20,48,49,75,40,38,96,25,57,41,10,10,6953,158,102,102,103,30,10,110
"G26016305401001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5401, Wayne County, Michigan",,,182,10,10,57,72,66,47,44,10,18,47,10,39,205,28,10,10,10,10,10,10,10,10,10,10,10,10,44,35,97,76,75,91,58,41,16,10,16,5983,254,222,222,182,103,10,192
"G26016305401002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5401, Wayne County, Michigan",,,125,10,10,68,50,47,15,19,10,10,20,16,51,192,10,10,10,10,10,10,10,10,10,10,51,10,26,10,17,173,30,49,53,31,35,15,10,19,11344,217,127,127,128,21,10,136
"G26016305401003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5401, Wayne County, Michigan",,,46,10,10,16,48,10,10,13,10,10,10,10,10,93,10,10,10,10,10,10,10,10,10,10,10,10,10,42,10,28,10,16,38,10,10,34,10,10,12986,177,55,55,49,21,10,128
"G26016305401004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5401, Wayne County, Michigan",,,73,10,10,10,17,34,10,23,19,10,10,48,10,182,23,10,10,10,10,10,10,10,10,10,10,10,21,42,37,116,23,43,62,15,18,10,10,10,15081,185,125,125,73,83,10,145
"G26016305402001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5402, Wayne County, Michigan",,,59,10,10,20,10,30,21,10,29,10,21,10,10,137,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,79,10,73,68,25,29,10,10,10,17373,166,93,93,59,65,10,125
"G26016305402002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5402, Wayne County, Michigan",,,108,10,10,11,14,10,49,31,58,10,10,15,10,160,10,10,10,10,10,10,10,10,10,10,10,10,52,21,25,67,15,15,54,44,32,20,15,10,2011,197,159,159,111,54,10,113
"G26016305402003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5402, Wayne County, Michigan",,,103,10,10,10,32,16,24,59,10,10,10,32,10,161,10,10,10,10,10,10,10,10,10,10,10,10,20,73,10,93,36,10,72,19,39,13,10,10,27881,229,162,162,105,85,10,125
"G26016305402004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5402, Wayne County, Michigan",,,127,10,10,10,47,10,10,44,10,81,10,21,10,184,43,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,61,10,101,41,46,10,10,10,9484,202,127,127,127,10,10,120
"G26016305402005","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5402, Wayne County, Michigan",,,64,10,10,13,19,19,10,10,10,10,51,10,10,151,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,108,10,53,10,17,19,10,10,10,11651,197,186,186,65,128,10,35
"G26016305402006","2013-2017",,,"Michigan","26","Wayne County","163",,,"540200","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 5402, Wayne County, Michigan",,,150,10,10,55,85,48,10,65,10,10,10,10,10,156,10,10,10,10,10,10,10,10,10,10,10,10,10,37,39,82,66,15,62,53,10,16,10,10,7939,173,154,154,154,19,10,84
"G26016305403001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5403, Wayne County, Michigan",,,54,10,10,10,33,15,16,35,10,10,10,10,43,164,23,10,10,10,10,10,10,10,10,10,17,10,10,49,46,25,24,16,32,129,10,42,10,10,17167,206,79,79,54,61,10,189
"G26016305403002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5403, Wayne County, Michigan",,,212,10,10,80,36,126,10,52,10,37,22,50,10,226,25,10,10,10,10,10,10,10,10,10,10,10,18,50,10,82,53,40,186,16,53,25,10,10,,323,286,286,212,93,10,125
"G26016305403003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5403, Wayne County, Michigan",,,86,10,10,18,10,64,25,10,10,19,40,39,10,135,29,10,10,10,10,10,10,10,25,10,10,10,10,10,56,21,23,19,29,55,44,18,10,10,14472,159,93,93,86,24,10,109
"G26016305403004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5403, Wayne County, Michigan",,,152,16,10,40,113,23,62,10,56,10,22,10,10,212,10,10,10,10,10,10,10,10,10,10,10,10,10,24,21,161,23,89,73,30,16,18,20,10,19363,260,184,184,152,82,10,105
"G26016305403005","2013-2017",,,"Michigan","26","Wayne County","163",,,"540300","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5403, Wayne County, Michigan",,,151,10,15,45,27,50,56,63,10,50,21,10,10,187,11,10,10,10,10,10,10,10,10,10,10,10,30,46,48,69,54,28,85,49,102,10,10,10,7782,218,173,173,156,46,10,142
"G26016305404001","2013-2017",,,"Michigan","26","Wayne County","163",,,"540400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5404, Wayne County, Michigan",,,90,10,16,15,11,10,12,9,10,10,47,46,10,181,5,10,10,10,10,10,10,10,10,10,10,10,10,19,22,79,18,10,92,10,47,46,10,10,32264,189,121,121,121,27,10,121
"G26016305404002","2013-2017",,,"Michigan","26","Wayne County","163",,,"540400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5404, Wayne County, Michigan",,,109,10,10,50,13,68,86,47,10,10,10,10,10,176,10,10,10,10,10,10,10,10,10,10,10,10,57,61,10,149,36,10,53,56,24,10,10,10,7313,186,110,110,110,42,10,112
"G26016305404003","2013-2017",,,"Michigan","26","Wayne County","163",,,"540400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5404, Wayne County, Michigan",,,88,10,10,71,10,8,35,10,23,10,29,10,10,140,10,10,10,10,10,10,10,10,10,10,10,10,34,54,10,52,10,39,56,8,38,48,10,10,,195,131,131,88,122,10,177
"G26016305404004","2013-2017",,,"Michigan","26","Wayne County","163",,,"540400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5404, Wayne County, Michigan",,,98,10,10,35,36,10,37,69,10,10,10,10,10,232,10,10,10,10,10,10,10,10,10,10,11,48,34,32,10,201,21,45,82,59,44,10,10,9,8349,230,230,230,141,98,10,115
