FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,Occupancy_Status_Total,Occupancy_Status_Occupied,Occupancy_Status_Vacant,Value_Total,Value_Less_than_10000,Value_10000_to_14999,Value_15000_to_19999,Value_20000_to_24999,Value_25000_to_29999,Value_30000_to_34999,Value_35000_to_39999,Value_40000_to_49999,Value_50000_to_59999,Value_60000_to_69999,Value_70000_to_79999,Value_80000_to_89999,Value_90000_to_99999,Value_100000_to_124999,Value_125000_to_149999,Value_150000_to_174999,Value_175000_to_199999,Value_200000_to_249999,Value_250000_to_299999,Value_300000_to_399999,Value_400000_to_499999,Value_500000_to_749999,Value_750000_to_999999,Value_1000000_to_1499999,Value_1500000_to_1999999,Value_2000000_or_more,Median_Value,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,Per_Vacant,UNIQUE_ID
633,26,163,538500,6,2.62E+11,Block Group 6,G5030,S,143651,0,42.4205704,-83.1594399,G26016305385006,1974.514538,143649.7639,G26016305385006,2013-2017, , ,Michigan,26,Wayne County,163, , ,538500,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5385, Wayne County, Michigan",366,303,63,177,0,9,9,7,0,0,9,0,31,35,27,36,0,6,0,8,0,0,0,0,0,0,0,0,0,0,66700,177,70,0,61,0,0,0,9,0,0,0,0,107,39,45,0,7,0,16,0,0,0,0,12.3,12.9,11.6,17.21311475,633
634,26,163,538500,7,2.62E+11,Block Group 7,G5030,S,322183,0,42.4207236,-83.1489131,G26016305385007,2410.802139,322182.7957,G26016305385007,2013-2017, , ,Michigan,26,Wayne County,163, , ,538500,7, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 7, Census Tract 5385, Wayne County, Michigan",592,485,107,263,10,0,0,12,7,20,11,37,60,45,11,0,0,26,0,0,0,9,15,0,0,0,0,0,0,0,55800,263,150,11,15,21,51,0,0,17,12,23,0,113,11,41,20,0,26,15,0,0,0,0,21.2,22.7,16.1,18.07432432,634
635,26,163,538600,1,2.62E+11,Block Group 1,G5030,S,178573,0,42.4297614,-83.1441504,G26016305386001,1693.129706,178572.3235,G26016305386001,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5386, Wayne County, Michigan",275,265,10,209,0,0,11,10,8,0,11,33,9,33,9,11,31,0,0,43,0,0,0,0,0,0,0,0,0,0,66800,209,79,0,37,11,0,0,0,0,0,31,0,130,11,15,11,76,0,0,0,8,9,0,21.3,16.1,21.8,3.636363636,635
636,26,163,538600,2,2.62E+11,Block Group 2,G5030,S,179700,0,42.4261703,-83.1439779,G26016305386002,1699.101455,179700.5049,G26016305386002,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5386, Wayne County, Michigan",425,340,85,187,0,0,0,0,0,0,0,11,30,23,11,0,23,58,11,10,10,0,0,0,0,0,0,0,0,0,98000,187,34,0,0,0,11,23,0,0,0,0,0,153,41,22,45,12,0,0,12,0,21,0,18.4,26.3,16.5,20,636
637,26,163,538600,3,2.62E+11,Block Group 3,G5030,S,201729,0,42.4260911,-83.149791,G26016305386003,1809.355106,201728.7441,G26016305386003,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5386, Wayne County, Michigan",345,345,0,268,0,0,0,8,23,0,0,32,78,56,0,14,12,10,0,35,0,0,0,0,0,0,0,0,0,0,59100,268,101,0,32,9,10,12,8,8,0,22,0,167,0,17,20,23,36,11,0,0,60,0,27.4,24.8,28.3,0,637
638,26,163,538600,4,2.62E+11,Block Group 4,G5030,S,200296,0,42.4296565,-83.1499493,G26016305386004,1801.963785,200295.309,G26016305386004,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5386, Wayne County, Michigan",322,294,28,285,0,0,0,37,0,0,11,9,68,95,33,0,6,6,0,20,0,0,0,0,0,0,0,0,0,0,61800,285,57,6,11,11,9,20,0,0,0,0,0,228,67,70,0,10,0,40,0,41,0,0,14.3,20.3,13.4,8.695652174,638
639,26,163,538600,5,2.62E+11,Block Group 5,G5030,S,258136,0,42.4295969,-83.1569713,G26016305386005,2090.09978,258136.6271,G26016305386005,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5386, Wayne County, Michigan",327,327,0,224,0,0,10,12,20,0,40,10,10,0,9,11,29,42,0,10,10,0,0,0,0,0,11,0,0,0,80900,224,70,0,8,0,0,10,0,11,9,22,10,154,47,44,30,12,0,11,10,0,0,0,16.3,41.1,13.4,0,639
640,26,163,538600,6,2.62E+11,Block Group 6,G5030,S,259090,0,42.4260126,-83.1568363,G26016305386006,2093.941464,259090.1619,G26016305386006,2013-2017, , ,Michigan,26,Wayne County,163, , ,538600,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5386, Wayne County, Michigan",439,386,53,306,0,0,0,0,0,0,11,41,59,85,19,18,11,62,0,0,0,0,0,0,0,0,0,0,0,0,64900,306,137,0,74,11,9,0,23,0,0,20,0,169,53,59,10,0,10,0,0,37,0,0,13.8,14.6,12.7,12.07289294,640
641,26,163,538700,1,2.62E+11,Block Group 1,G5030,S,452728,0,42.4213879,-83.1632978,G26016305387001,2925.077806,452728.9877,G26016305387001,2013-2017, , ,Michigan,26,Wayne County,163, , ,538700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5387, Wayne County, Michigan",558,462,96,384,27,24,35,21,9,43,0,40,28,45,12,25,18,12,4,0,9,0,32,0,0,0,0,0,0,0,48300,384,195,43,18,21,6,22,23,0,0,62,0,189,22,57,36,6,9,0,0,32,9,18,18.8,27.2,15.9,17.20430108,641
642,26,163,538700,2,2.62E+11,Block Group 2,G5030,S,359672,0,42.4212712,-83.1681721,G26016305387002,2747.689532,359671.4537,G26016305387002,2013-2017, , ,Michigan,26,Wayne County,163, , ,538700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5387, Wayne County, Michigan",601,570,31,150,0,0,10,0,0,34,0,12,7,28,0,28,0,0,0,17,0,0,0,14,0,0,0,0,0,0,64300,150,64,0,6,7,17,0,28,0,0,6,0,86,28,0,27,6,0,0,0,0,25,0,21.5,30.4,17.8,5.158069884,642
643,26,163,538700,3,2.62E+11,Block Group 3,G5030,S,480103,0,42.4285965,-83.165748,G26016305387003,2796.663869,480102.3619,G26016305387003,2013-2017, , ,Michigan,26,Wayne County,163, , ,538700,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5387, Wayne County, Michigan",547,469,78,323,0,0,0,49,8,23,0,76,10,49,23,0,0,34,26,9,0,0,6,0,0,0,0,0,0,10,55500,323,124,0,8,21,25,0,18,0,30,22,0,199,90,18,19,0,10,6,12,9,22,13,19.9,32.2,10.8,14.25959781,643
644,26,163,538800,1,2.62E+11,Block Group 1,G5030,S,449323,0,42.4350756,-83.1643651,G26016305388001,2724.122943,449323.1289,G26016305388001,2013-2017, , ,Michigan,26,Wayne County,163, , ,538800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5388, Wayne County, Michigan",372,359,13,265,0,0,12,22,8,2,6,47,38,7,49,16,5,12,19,22,0,0,0,0,0,0,0,0,0,0,59300,265,89,0,11,12,12,0,9,21,0,24,0,176,54,12,37,0,22,0,6,0,36,9,20.8,35.1,17.4,3.494623656,644
645,26,163,538800,2,2.62E+11,Block Group 2,G5030,S,211624,0,42.4348743,-83.1692394,G26016305388002,2134.313985,211625.8243,G26016305388002,2013-2017, , ,Michigan,26,Wayne County,163, , ,538800,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5388, Wayne County, Michigan",372,349,23,136,12,0,0,0,6,11,0,0,20,18,19,3,17,0,9,0,0,0,0,0,0,0,0,0,0,21,70500,136,84,32,6,28,0,6,6,0,6,0,0,52,19,6,0,0,15,6,0,0,6,0,15.9,15.7,25.3,6.182795699,645
646,26,163,538900,1,2.62E+11,Block Group 1,G5030,S,174039,0,42.4368179,-83.1584162,G26016305389001,1674.494388,174038.4665,G26016305389001,2013-2017, , ,Michigan,26,Wayne County,163, , ,538900,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5389, Wayne County, Michigan",474,409,65,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,13.71308017,646
647,26,163,538900,2,2.62E+11,Block Group 2,G5030,S,448923,0,42.4369634,-83.1486891,G26016305389002,3070.478979,448921.692,G26016305389002,2013-2017, , ,Michigan,26,Wayne County,163, , ,538900,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5389, Wayne County, Michigan",510,391,119,332,4,9,25,0,19,14,4,11,89,14,53,0,26,9,8,10,37,0,0,0,0,0,0,0,0,0,59000,332,85,0,21,18,0,9,13,15,0,9,0,247,52,24,32,5,50,10,0,0,67,7,25.9,26.9,25.7,23.33333333,647
648,26,163,538900,3,2.62E+11,Block Group 3,G5030,S,353263,0,42.4333696,-83.1467437,G26016305389003,2526.839588,353264.8747,G26016305389003,2013-2017, , ,Michigan,26,Wayne County,163, , ,538900,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5389, Wayne County, Michigan",361,284,77,205,0,0,0,0,0,0,62,19,58,0,26,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,53700,205,128,0,18,21,25,0,0,0,21,43,0,77,23,11,0,14,0,0,0,0,29,0,23.8,32.5,21.6,21.32963989,648
649,26,163,538900,4,2.62E+11,Block Group 4,G5030,S,309806,0,42.4332444,-83.1564741,G26016305389004,2323.392914,309806.6044,G26016305389004,2013-2017, , ,Michigan,26,Wayne County,163, , ,538900,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5389, Wayne County, Michigan",379,334,45,311,50,0,0,9,24,37,0,17,14,52,68,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,60900,311,189,0,49,12,56,15,9,40,8,0,0,122,22,35,0,11,0,8,0,9,37,0,22.8,23,21.8,11.87335092,649
650,26,163,539000,1,2.62E+11,Block Group 1,G5030,S,456073,0,42.4426611,-83.1453128,G26016305390001,2842.052259,456073.7357,G26016305390001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539000,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5390, Wayne County, Michigan",543,386,157,280,0,10,36,49,0,69,0,22,15,6,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33300,280,84,0,0,0,6,0,0,11,18,49,0,196,37,16,0,58,0,27,0,12,46,0,34.3,50,23.9,28.91344383,650
651,26,163,539000,2,2.62E+11,Block Group 2,G5030,S,322923,0,42.4420781,-83.1509774,G26016305390002,2605.438413,322921.4358,G26016305390002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539000,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5390, Wayne County, Michigan",327,246,81,125,18,0,0,9,0,0,37,0,11,26,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,125,34,0,0,25,0,0,0,0,0,9,0,91,10,0,10,27,9,0,0,0,9,26,20.8,18.4,22.3,24.7706422,651
652,26,163,539000,3,2.62E+11,Block Group 3,G5030,S,311831,0,42.4422625,-83.1557834,G26016305390003,2398.372899,311831.5007,G26016305390003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539000,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5390, Wayne County, Michigan",292,254,38,127,0,9,10,20,25,11,9,10,0,6,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29900,127,35,0,9,0,6,20,0,0,0,0,0,92,34,0,30,10,0,0,10,8,0,0,18.4,25.6,17,13.01369863,652
653,26,163,539000,4,2.62E+11,Block Group 4,G5030,S,216907,0,42.4421889,-83.1597388,G26016305390004,2164.227005,216908.0937,G26016305390004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539000,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5390, Wayne County, Michigan",263,157,106,125,11,25,10,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42100,125,20,0,0,9,4,0,0,7,0,0,0,105,33,30,35,7,0,0,0,0,0,0,14.9,21.3,13.3,40.30418251,653
654,26,163,539100,1,2.62E+11,Block Group 1,G5030,S,340544,0,42.4423071,-83.1640749,G26016305391001,2434.683005,340543.133,G26016305391001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539100,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5391, Wayne County, Michigan",440,395,45,212,12,18,20,6,6,10,0,56,10,33,6,11,7,0,0,6,0,6,0,0,0,0,0,5,0,0,46100,212,65,0,11,4,4,12,5,0,0,29,0,147,43,29,6,6,9,0,0,0,54,0,25.7,31.5,16.3,10.22727273,654
655,26,163,539100,2,2.62E+11,Block Group 2,G5030,S,281905,0,42.4420559,-83.16897,G26016305391002,2275.433108,281906.0425,G26016305391002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539100,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5391, Wayne County, Michigan",480,367,113,171,9,5,14,13,0,12,5,25,28,4,21,7,0,0,5,17,0,6,0,0,0,0,0,0,0,0,50900,171,71,17,14,0,5,0,5,7,0,23,0,100,38,22,6,9,0,0,0,4,15,6,13.8,24.5,12,23.54166667,655
656,26,163,539200,1,2.62E+11,Block Group 1,G5030,S,199076,0,42.4395006,-83.1758866,G26016305392001,2096.929861,199075.755,G26016305392001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5392, Wayne County, Michigan",419,318,101,161,0,46,0,27,0,0,20,0,34,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,161,39,0,0,0,0,0,0,0,39,0,0,122,40,0,0,0,0,0,21,0,61,0,45,0,45,24.10501193,656
657,26,163,539200,2,2.62E+11,Block Group 2,G5030,S,312331,0,42.4417733,-83.1833078,G26016305392002,2370.865378,312330.2065,G26016305392002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5392, Wayne County, Michigan",486,358,128,218,32,0,0,0,47,0,0,0,73,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54100,218,93,0,0,46,0,0,0,0,0,47,0,125,22,0,63,11,20,0,0,0,9,0,19,50,18.2,26.33744856,657
658,26,163,539200,3,2.62E+11,Block Group 3,G5030,S,315802,0,42.4416299,-83.188138,G26016305392003,2395.631466,315801.0011,G26016305392003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5392, Wayne County, Michigan",452,452,0,364,0,51,0,25,0,124,62,19,8,48,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,0,34300,364,60,0,0,0,15,16,0,0,0,18,11,304,43,23,82,0,0,0,0,86,39,31,24.3,28,19.3,0,658
659,26,163,539200,4,2.62E+11,Block Group 4,G5030,S,192053,0,42.4430855,-83.1733504,G26016305392004,1790.725213,192053.3586,G26016305392004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5392, Wayne County, Michigan",134,134,0,134,0,0,0,0,33,0,0,18,20,35,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,58000,134,84,0,17,0,34,0,0,0,0,33,0,50,15,0,0,0,0,35,0,0,0,0,30.1,23.7,0,0,659
660,26,163,539200,5,2.62E+11,Block Group 5,G5030,S,238527,0,42.4429827,-83.1782259,G26016305392005,1963.706327,238527.6253,G26016305392005,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5392, Wayne County, Michigan",590,549,41,222,21,22,0,0,0,0,0,0,31,0,54,0,47,0,0,0,0,0,0,0,0,47,0,0,0,0,76900,222,132,0,0,0,20,0,19,0,21,72,0,90,43,47,0,0,0,0,0,0,0,0,30.3,50,10.2,6.949152542,660
661,26,163,539200,6,2.62E+11,Block Group 6,G5030,S,556451,0,42.442063,-83.1951779,G26016305392006,3267.571459,556449.7361,G26016305392006,2013-2017, , ,Michigan,26,Wayne County,163, , ,539200,6, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 6, Census Tract 5392, Wayne County, Michigan",388,388,0,362,0,0,0,5,83,0,0,40,3,86,22,22,23,78,0,0,0,0,0,0,0,0,0,0,0,0,65800,362,236,22,0,23,23,22,0,5,78,63,0,126,0,86,8,18,0,0,0,0,14,0,25.2,42.9,13.7,0,661
662,26,163,539300,1,2.62E+11,Block Group 1,G5030,S,403847,0,42.4363199,-83.1866124,G26016305393001,2871.55745,403845.3523,G26016305393001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5393, Wayne County, Michigan",450,423,27,333,0,0,0,32,9,46,8,19,146,10,9,18,0,0,0,36,0,0,0,0,0,0,0,0,0,0,53600,333,194,0,0,0,41,21,28,66,29,9,0,139,48,31,21,0,0,29,0,10,0,0,30.4,35.5,13.5,6,662
663,26,163,539300,2,2.62E+11,Block Group 2,G5030,S,265575,0,42.4327799,-83.1847868,G26016305393002,2208.755802,265574.1397,G26016305393002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5393, Wayne County, Michigan",196,171,25,150,0,0,0,40,20,8,0,0,9,17,0,17,10,9,0,8,0,12,0,0,0,0,0,0,0,0,57800,150,86,0,0,0,19,0,0,0,0,67,0,64,17,8,10,0,0,0,0,8,9,12,50,50,15.5,12.75510204,663
664,26,163,539300,3,2.62E+11,Block Group 3,G5030,S,346150,0,42.4348121,-83.1780087,G26016305393003,2499.793665,346149.3696,G26016305393003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5393, Wayne County, Michigan",579,473,106,398,0,18,9,10,48,67,30,87,38,19,0,17,0,13,22,9,0,11,0,0,0,0,0,0,0,0,42000,398,156,0,10,13,0,17,35,30,21,21,9,242,47,96,51,9,30,0,9,0,0,0,18.2,34.8,13.9,18.3074266,664
665,26,163,539300,4,2.62E+11,Block Group 4,G5030,S,299183,0,42.4347311,-83.1731222,G26016305393004,2386.36614,299183.7166,G26016305393004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5393, Wayne County, Michigan",473,473,0,290,0,0,12,23,8,10,20,58,64,18,18,26,0,0,10,0,0,0,0,23,0,0,0,0,0,0,52200,290,135,0,19,49,19,9,11,0,8,20,0,155,75,0,33,11,9,0,27,0,0,0,18.1,19.9,15.4,0,665
666,26,163,539400,1,2.62E+11,Block Group 1,G5030,S,314683,0,42.4275939,-83.1729386,G26016305394001,2398.40054,314683.5387,G26016305394001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5394, Wayne County, Michigan",464,407,57,233,0,0,0,10,31,0,0,5,13,38,54,30,9,25,18,0,0,0,0,0,0,0,0,0,0,0,73600,233,52,0,0,17,13,0,9,13,0,0,0,181,52,41,0,11,27,22,10,0,18,0,21.4,23.5,14.7,12.28448276,666
667,26,163,539400,2,2.62E+11,Block Group 2,G5030,S,346863,0,42.4210436,-83.1732389,G26016305394002,2644.725643,346861.686,G26016305394002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5394, Wayne County, Michigan",484,406,78,237,13,0,8,0,0,12,8,39,9,31,32,9,8,43,0,15,10,0,0,0,0,0,0,0,0,0,69500,237,67,0,15,8,0,10,9,0,8,17,0,170,30,27,7,35,9,8,0,0,27,27,22.6,30.3,21.1,16.11570248,667
668,26,163,539400,3,2.62E+11,Block Group 3,G5030,S,505269,0,42.4280817,-83.1794837,G26016305394003,3077.074949,505270.0479,G26016305394003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5394, Wayne County, Michigan",628,543,85,296,0,0,0,63,23,9,0,11,22,27,52,9,0,42,0,38,0,0,0,0,0,0,0,0,0,0,67400,296,68,0,13,34,0,0,10,0,0,11,0,228,34,80,9,75,0,0,11,0,11,8,17,18.1,14.8,13.53503185,668
669,26,163,539500,1,2.62E+11,Block Group 1,G5030,S,299810,0,42.4193717,-83.1772978,G26016305395001,2528.252501,299811.6494,G26016305395001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5395, Wayne County, Michigan",238,157,81,99,0,0,0,14,0,0,0,9,24,15,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,61700,99,55,14,0,0,0,0,0,0,0,41,0,44,9,11,0,0,24,0,0,0,0,0,28.2,50,25.4,34.03361345,669
670,26,163,539500,2,2.62E+11,Block Group 2,G5030,S,404191,0,42.4201239,-83.1830441,G26016305395002,2618.604079,404190.5732,G26016305395002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5395, Wayne County, Michigan",332,268,64,226,0,0,9,0,15,0,0,35,40,33,0,12,32,50,0,0,0,0,0,0,0,0,0,0,0,0,64200,226,110,23,0,12,22,23,13,17,0,0,0,116,55,11,11,15,0,0,0,0,24,0,20.1,24.5,11.4,19.27710843,670
671,26,163,539500,3,2.62E+11,Block Group 3,G5030,S,267092,0,42.4204093,-83.1883484,G26016305395003,2569.17029,267091.6551,G26016305395003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5395, Wayne County, Michigan",337,279,58,187,0,0,0,18,0,22,0,8,16,67,13,9,0,0,17,17,0,0,0,0,0,0,0,0,0,0,64400,187,50,9,0,8,9,8,8,0,0,8,0,137,17,43,0,13,23,0,12,8,0,21,21.4,24.4,14.8,17.21068249,671
672,26,163,539500,4,2.62E+11,Block Group 4,G5030,S,598244,0,42.4195858,-83.1948042,G26016305395004,3194.374309,598244.3141,G26016305395004,2013-2017, , ,Michigan,26,Wayne County,163, , ,539500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5395, Wayne County, Michigan",533,459,74,174,0,0,0,17,8,0,23,8,8,20,18,14,0,44,0,0,14,0,0,0,0,0,0,0,0,0,71700,174,98,0,14,0,0,20,0,0,0,64,0,76,14,27,16,8,0,11,0,0,0,0,27,50,14.4,13.8836773,672
673,26,163,539600,1,2.62E+11,Block Group 1,G5030,S,322633,0,42.426856,-83.1973016,G26016305396001,2418.046902,322634.719,G26016305396001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5396, Wayne County, Michigan",372,278,94,188,0,42,0,26,0,9,0,10,9,0,20,19,10,33,10,0,0,0,0,0,0,0,0,0,0,0,57800,188,76,0,48,18,0,0,0,0,0,10,0,112,64,29,0,0,19,0,0,0,0,0,11.9,14,10,25.2688172,673
674,26,163,539600,2,2.62E+11,Block Group 2,G5030,S,457122,0,42.4265468,-83.1859658,G26016305396002,2966.872645,457122.5771,G26016305396002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5396, Wayne County, Michigan",593,446,147,211,0,0,29,48,0,0,18,20,24,22,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45300,211,80,7,0,37,11,8,0,8,0,9,0,131,62,9,7,0,0,20,9,0,24,0,18.1,19.5,11.9,24.78920742,674
675,26,163,539600,3,2.62E+11,Block Group 3,G5030,S,333471,0,42.427039,-83.1923516,G26016305396003,2443.462148,333473.3614,G26016305396003,2013-2017, , ,Michigan,26,Wayne County,163, , ,539600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5396, Wayne County, Michigan",471,390,81,362,24,0,0,9,12,11,42,68,64,10,59,16,7,40,0,0,0,0,0,0,0,0,0,0,0,0,52300,362,205,16,60,16,14,33,0,41,0,25,0,157,14,31,0,0,0,50,16,17,29,0,29.5,23.8,33.4,17.19745223,675
676,26,163,539700,1,2.62E+11,Block Group 1,G5030,S,379945,0,42.4369855,-83.1969372,G26016305397001,2880.768075,379945.3815,G26016305397001,2013-2017, , ,Michigan,26,Wayne County,163, , ,539700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5397, Wayne County, Michigan",354,301,53,238,0,0,0,7,5,11,72,29,24,12,15,5,5,0,28,25,0,0,0,0,0,0,0,0,0,0,48300,238,88,0,11,0,21,7,6,0,0,43,0,150,35,52,13,6,6,0,5,0,15,18,19.6,34.2,13,14.97175141,676
677,26,163,539700,2,2.62E+11,Block Group 2,G5030,S,363987,0,42.432296,-83.194385,G26016305397002,2703.168119,363984.6092,G26016305397002,2013-2017, , ,Michigan,26,Wayne County,163, , ,539700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5397, Wayne County, Michigan",688,636,52,241,6,6,1,0,29,40,36,31,9,17,35,9,0,5,0,17,0,0,0,0,0,0,0,0,0,0,40800,241,55,15,6,0,6,9,6,0,0,13,0,186,81,39,12,17,7,12,0,0,18,0,12.7,25.3,11.5,7.558139535,677
