FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,AH6CE001,AH6CE002,AH6CE003,AH6CE004,AH6CE005,AH6CE006,AH6CE007,AH6CE008,AH6CE009,AH6CE010,AH6CE011,AH6CE012,AH6CE013,AH6CE014,AH6CE015,AH6CE016,AH6CE017,AH6CE018,AH6CE019,AH6CE020,AH6CE021,AH6CE022,AH6CE023,AH6CE024,AH6CE025,AH6CE026,AH6CE027,AH6CE028,AH6CE029,AH6CE030,AH6CE031,AH6CE032,AH6CE033,AH6CE034,AH6CE035,AH6CE036,AH6CE037,AH6CE038,AH6CE039,AH6DE001,AH6DE002,AH6DE003,AH6FE001,AH6FE002,AH6FE003,AH6FE004,AH6FE005,AH6FE006,AH6FE007,AH6FE008,AH6FE009,AH6FE010,AH6FE011,AH6FE012,AH6FE013,AH6FE014,AH6FE015,AH6FE016,AH6FE017,AH6FE018,AH6FE019,AH6FE020,AH6FE021,AH6FE022,AH6FE023,AH6GE001,AH6GE002,AH6GE003,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001,AH6CM001,AH6CM002,AH6CM003,AH6CM004,AH6CM005,AH6CM006,AH6CM007,AH6CM008,AH6CM009,AH6CM010,AH6CM011,AH6CM012,AH6CM013,AH6CM014,AH6CM015,AH6CM016,AH6CM017,AH6CM018,AH6CM019,AH6CM020,AH6CM021,AH6CM022,AH6CM023,AH6CM024,AH6CM025,AH6CM026,AH6CM027,AH6CM028,AH6CM029,AH6CM030,AH6CM031,AH6CM032,AH6CM033,AH6CM034,AH6CM035,AH6CM036,AH6CM037,AH6CM038,AH6CM039,AH6DM001,AH6DM002,AH6DM003,AH6FM001,AH6FM002,AH6FM003,AH6FM004,AH6FM005,AH6FM006,AH6FM007,AH6FM008,AH6FM009,AH6FM010,AH6FM011,AH6FM012,AH6FM013,AH6FM014,AH6FM015,AH6FM016,AH6FM017,AH6FM018,AH6FM019,AH6FM020,AH6FM021,AH6FM022,AH6FM023,AH6GM001,AH6GM002,AH6GM003,Per_Vacant,UNIQUE_ID
173,26,163,507300,1,261635073001,Block Group 1,G5030,S,342258.000000000000000,0.000000000000000,+42.4289892,-083.0851610,G26016305073001,2501.910195339999973,342256.421967000002041,G26016305073001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507300,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5073, Wayne County, Michigan",521,384,137,384,210,174,137,7,0,0,0,0,0,130,174,166,0,0,0,0,0,45,0,0,0,0,0,19,74,0,28,0,0,0,0,0,0,0,0,0,8,663,174,166,0,0,0,0,0,0,0,0,16,0,29,0,0,50,0,0,0,52,19,0,0,0,0,0,8,738,143300,174,0,0,0,0,53,28,10,50,25,8,36.000000000000000,210,9,0,20,0,8,27,19,8,0,19,12,0,9,79,0,0,0,0,0,0,0,0,0,0,0,0,67400,210,16,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,194,0,0,0,0,18,15,7,41,104,9,0,0,0,0,0,0,0,0,0,523,0,515,210,16,0,0,0,0,0,0,0,0,16,0,194,95,21,0,30,9,7,0,17,8,7,11.500000000000000,0.000000000000000,10.000000000000000,"Block Group 1, Census Tract 5073, Wayne County, Michigan",101,96,69,96,65,99,69,12,10,10,10,10,10,68,99,99,10,10,10,10,10,51,10,10,10,10,10,21,79,10,40,10,10,10,10,10,10,10,10,10,12,47,99,99,10,10,10,10,10,10,10,10,24,10,45,10,10,71,10,10,10,54,21,10,10,10,10,10,12,482,84180,99,10,10,10,10,58,40,15,71,28,12,13.000000000000000,65,13,10,22,10,12,32,23,15,10,29,15,10,15,60,10,10,10,10,10,10,10,10,10,10,10,10,45422,65,19,10,10,10,10,10,10,12,10,15,10,10,10,10,10,10,10,10,66,10,10,10,10,20,18,12,38,54,14,10,10,10,10,10,10,10,10,10,31,0,34,65,19,10,10,10,10,10,10,10,10,19,10,66,56,28,10,33,14,17,10,21,12,10,11.900000000000000,0.000000000000000,0.000000000000000,26.295585412699999,173
174,26,163,507300,2,261635073002,Block Group 2,G5030,S,284004.000000000000000,0.000000000000000,+42.4303201,-083.0910277,G26016305073002,2140.186137560000134,284006.553312000003643,G26016305073002,2013-2017, , ,Michigan,26,Wayne County,163, , ,507300,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5073, Wayne County, Michigan",298,184,114,184,143,41,114,0,0,0,0,0,0,114,41,27,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,0,41,27,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,0,41,0,0,9,0,0,18,0,0,0,14,0.000000000000000,143,45,18,13,30,19,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18300,143,54,0,0,0,38,0,7,0,8,0,1,0,0,0,0,0,0,0,89,0,0,0,0,21,13,4,9,30,5,7,0,0,0,0,0,0,0,0,471,471,472,143,54,24,0,5,1,9,7,0,0,8,0,89,9,14,30,20,0,16,0,0,0,0,18.500000000000000,18.000000000000000,18.600000000000001,"Block Group 2, Census Tract 5073, Wayne County, Michigan",88,68,66,68,55,34,66,10,10,10,10,10,10,66,34,24,10,10,14,10,10,10,10,10,10,10,10,28,10,10,10,10,10,10,10,10,10,10,10,10,22,0,34,24,10,10,10,10,10,10,10,14,10,10,10,10,10,10,10,28,10,10,10,10,10,10,10,10,22,0,0,34,10,10,14,10,10,28,10,10,10,22,0.000000000000000,55,44,22,17,27,22,10,10,14,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9080,55,44,10,10,10,39,10,12,10,12,10,9,10,10,10,10,10,10,10,40,10,10,10,10,18,19,7,14,28,11,13,10,10,10,10,10,10,10,10,61,84,170,55,44,35,10,10,9,14,12,10,10,12,10,40,15,14,23,22,10,19,10,10,10,10,4.600000000000000,22.500000000000000,3.400000000000000,38.255033556999997,174
175,26,163,507300,3,261635073003,Block Group 3,G5030,S,683617.000000000000000,0.000000000000000,+42.4232113,-083.0876657,G26016305073003,3718.413541590000023,683614.354147000005469,G26016305073003,2013-2017, , ,Michigan,26,Wayne County,163, , ,507300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5073, Wayne County, Michigan",701,217,484,217,111,106,484,0,0,0,0,0,0,484,106,71,0,0,0,0,0,0,0,0,0,25,14,0,14,0,0,18,0,0,0,0,0,0,0,0,35,588,106,71,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,14,18,14,0,0,0,0,0,35,975,68400,106,0,0,0,14,0,0,18,0,39,35,50.000000000000000,111,13,0,13,10,0,29,0,13,7,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,33400,111,35,0,0,0,13,0,13,0,0,0,1,8,0,0,0,0,0,0,76,0,0,0,9,18,0,9,17,13,10,0,0,0,0,0,0,0,0,0,465,635,412,111,35,0,0,0,0,8,0,0,0,27,0,76,10,16,10,32,0,0,0,0,0,8,22.399999999999999,50.000000000000000,19.000000000000000,"Block Group 3, Census Tract 5073, Wayne County, Michigan",103,74,100,74,55,60,100,10,10,10,10,10,10,100,60,57,10,10,10,10,10,10,10,10,10,40,20,10,23,10,10,24,10,10,10,10,10,10,10,10,38,185,60,57,10,10,10,10,10,10,10,10,10,10,10,10,40,10,10,10,20,24,23,10,10,10,10,10,38,427,53528,60,10,10,10,23,10,10,24,10,45,38,0.000000000000000,55,20,10,21,17,10,26,10,18,12,10,7,10,10,22,10,10,10,10,10,10,10,10,10,10,10,10,10249,55,32,10,10,10,18,10,20,10,10,10,7,12,10,10,10,10,10,10,43,10,10,10,14,20,10,15,19,21,17,10,10,10,10,10,10,10,10,10,89,378,141,55,32,10,10,10,10,12,10,10,10,30,10,43,15,18,17,31,10,10,10,10,10,13,4.100000000000000,0.000000000000000,6.900000000000000,69.044222539200007,175
176,26,163,507400,1,261635074001,Block Group 1,G5030,S,247293.000000000000000,0.000000000000000,+42.4341219,-083.0799191,G26016305074001,2362.193685549999827,247293.740889999986393,G26016305074001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5074, Wayne County, Michigan",213,160,53,160,79,81,53,0,0,0,0,0,0,53,81,81,0,27,0,0,0,33,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,320,81,81,0,0,0,0,0,27,0,0,0,0,0,11,0,0,10,33,0,0,0,0,0,0,0,0,0,763,50700,81,0,0,0,33,0,11,0,37,0,0,33.399999999999999,79,8,0,0,0,8,6,0,0,34,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55100,79,22,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,57,0,0,0,0,8,33,0,0,9,7,0,0,0,0,0,0,0,0,0,395,0,331,79,22,0,0,16,0,0,0,0,6,0,0,57,8,0,34,0,0,0,8,0,7,0,18.199999999999999,0.000000000000000,18.000000000000000,"Block Group 1, Census Tract 5074, Wayne County, Michigan",77,74,50,74,54,60,50,10,10,10,10,10,10,50,60,60,10,42,10,10,10,41,10,19,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,149,60,60,10,10,10,10,10,42,10,10,10,10,10,18,10,10,19,41,10,10,10,10,10,10,10,10,10,413,38503,60,10,10,10,41,10,18,10,44,10,10,22.100000000000001,54,14,10,10,10,13,11,10,10,42,11,10,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15095,54,26,10,10,10,10,10,11,10,10,10,26,10,10,10,10,10,10,10,45,10,10,10,10,14,41,10,10,14,11,10,10,10,10,10,10,10,10,10,379,0,151,54,26,10,10,26,10,10,10,10,11,10,10,45,13,10,42,10,10,10,14,10,11,10,6.600000000000000,0.000000000000000,11.300000000000001,24.882629108000000,176
177,26,163,507400,2,261635074002,Block Group 2,G5030,S,523281.000000000000000,0.000000000000000,+42.4375532,-083.0890879,G26016305074002,3060.090540149999924,523281.148379000020213,G26016305074002,2013-2017, , ,Michigan,26,Wayne County,163, , ,507400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5074, Wayne County, Michigan",705,420,285,420,239,181,285,0,0,18,0,0,0,267,181,181,9,0,0,0,0,0,0,89,29,0,0,11,36,0,0,0,0,0,7,0,0,0,0,0,0,446,181,181,0,0,0,0,9,0,0,12,32,49,9,0,0,0,0,25,16,22,7,0,0,0,0,0,0,538,126100,181,0,0,13,24,0,8,14,23,99,0,50.000000000000000,239,30,25,52,33,28,0,0,23,0,28,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21900,239,55,0,0,0,0,0,0,17,6,0,32,0,0,0,0,0,0,0,184,0,0,0,0,34,31,46,11,21,41,0,0,0,0,0,0,0,0,0,477,1035,379,239,55,0,32,0,0,0,0,0,17,6,0,184,80,7,34,9,24,0,0,0,0,30,13.100000000000000,14.300000000000001,10.000000000000000,"Block Group 2, Census Tract 5074, Wayne County, Michigan",106,97,87,97,82,82,87,10,10,28,10,10,10,85,82,82,14,10,10,10,10,10,10,59,30,10,10,18,38,10,10,10,10,10,12,10,10,10,10,10,10,29,82,82,10,10,10,10,14,10,10,19,42,43,14,10,10,10,10,40,26,27,12,10,10,10,10,10,10,207,61536,82,10,10,25,31,10,13,23,26,61,10,0.000000000000000,82,40,32,55,40,30,10,10,27,10,32,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6940,82,37,10,10,10,10,10,10,19,12,10,35,10,10,10,10,10,10,10,80,10,10,10,10,38,32,53,16,30,46,10,10,10,10,10,10,10,10,10,256,369,89,82,37,10,35,10,10,10,10,10,19,12,10,80,58,11,45,14,38,10,10,10,10,31,6.000000000000000,52.100000000000001,0.000000000000000,40.425531914899999,177
178,26,163,507400,3,261635074003,Block Group 3,G5030,S,248813.000000000000000,0.000000000000000,+42.4375281,-083.0800326,G26016305074003,2075.932062490000135,248812.579422999988310,G26016305074003,2013-2017, , ,Michigan,26,Wayne County,163, , ,507400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5074, Wayne County, Michigan",311,196,115,196,108,88,115,35,0,0,0,0,0,80,88,88,0,0,0,0,0,0,0,25,9,0,12,33,0,0,9,0,0,0,0,0,0,0,0,0,0,592,88,88,0,0,0,0,0,0,0,0,19,9,0,0,0,9,18,0,24,9,0,0,0,0,0,0,0,769,65800,88,0,33,6,9,0,0,0,0,40,0,22.800000000000001,108,5,0,15,0,8,0,0,0,28,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,0,0,0,108,70,0,0,0,0,0,0,22,0,8,22,0,9,9,0,0,0,0,38,0,0,0,0,0,0,21,0,8,0,0,9,0,0,0,0,0,0,0,833,1057,395,108,70,8,0,0,0,0,31,0,22,9,0,38,15,6,0,0,8,0,0,9,0,0,32.700000000000003,34.399999999999999,13.300000000000001,"Block Group 3, Census Tract 5074, Wayne County, Michigan",86,69,59,69,54,49,59,43,10,10,10,10,10,53,49,49,10,10,10,10,10,10,10,32,13,10,19,39,10,10,16,10,10,10,10,10,10,10,10,10,10,137,49,49,10,10,10,10,10,10,10,10,31,13,10,10,10,14,21,10,35,16,10,10,10,10,10,10,10,161,39945,49,10,39,9,16,10,10,10,10,34,10,62.100000000000001,54,11,10,19,10,13,10,10,10,24,10,10,10,38,10,10,33,10,10,10,10,10,10,10,10,10,10,0,54,53,10,10,10,10,10,10,35,10,12,33,10,15,15,10,10,10,10,26,10,10,10,10,10,10,20,10,13,10,10,14,10,10,10,10,10,10,10,271,354,359,54,53,12,10,10,10,10,38,10,33,15,10,26,18,11,10,10,13,10,10,14,10,10,9.100000000000000,14.300000000000001,31.300000000000001,36.977491961399998,178
179,26,163,507400,4,261635074004,Block Group 4,G5030,S,220212.000000000000000,0.000000000000000,+42.4338984,-083.0901873,G26016305074004,2123.583868170000187,220211.808992000005674,G26016305074004,2013-2017, , ,Michigan,26,Wayne County,163, , ,507400,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5074, Wayne County, Michigan",294,196,98,196,78,118,98,0,0,0,0,0,0,98,118,74,0,0,0,0,0,0,0,0,9,27,0,9,0,29,0,0,0,0,0,0,0,0,0,0,44,606,118,74,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,44,9,0,0,0,0,0,44,1091,71400,118,0,0,36,0,8,0,0,0,30,44,25.600000000000001,78,24,0,0,8,0,22,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31600,78,46,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,32,0,0,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,932,0,0,78,46,22,0,0,24,0,0,0,0,0,0,32,0,24,8,0,0,0,0,0,0,0,13.500000000000000,0.000000000000000,0.000000000000000,"Block Group 4, Census Tract 5074, Wayne County, Michigan",75,71,53,71,55,72,53,10,10,10,10,10,10,53,72,61,10,10,10,10,10,10,10,10,14,29,10,14,10,50,10,10,10,10,10,10,10,10,10,10,45,223,72,61,10,10,10,10,10,10,10,10,10,10,10,19,10,14,10,10,10,53,14,10,10,10,10,10,45,202,60068,72,10,10,51,10,14,10,10,10,28,45,49.700000000000003,55,40,10,10,11,10,32,10,10,10,10,10,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30030,55,50,10,10,10,10,10,10,10,10,32,10,39,10,10,10,10,10,10,42,10,10,10,10,10,11,10,40,10,10,10,10,10,10,10,10,10,10,10,846,0,0,55,50,32,10,10,39,10,10,10,10,10,10,42,10,40,11,10,10,10,10,10,10,10,7.700000000000000,0.000000000000000,0.000000000000000,33.333333333299997,179
180,26,163,507500,1,261635075001,Block Group 1,G5030,S,375006.000000000000000,0.000000000000000,+42.4453688,-083.0896318,G26016305075001,3615.183497420000094,375005.978576999972574,G26016305075001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5075, Wayne County, Michigan",678,415,263,415,110,305,263,67,0,0,0,14,0,182,305,305,22,0,40,21,26,0,16,10,33,11,0,7,29,24,11,44,0,11,0,0,0,0,0,0,0,477,305,305,22,0,10,30,31,16,0,20,6,14,11,0,41,0,0,18,0,63,23,0,0,0,0,0,0,566,193600,305,0,20,23,25,26,25,0,11,157,18,50.000000000000000,110,5,21,11,16,6,0,5,7,19,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26700,110,39,0,0,0,0,0,5,0,0,17,17,0,0,0,0,0,0,0,71,0,4,6,6,6,0,0,19,30,0,0,0,0,0,0,0,0,0,0,547,985,471,110,39,0,6,5,11,0,5,0,0,12,0,71,12,7,36,0,5,6,0,0,5,0,18.699999999999999,23.899999999999999,17.300000000000001,"Block Group 1, Census Tract 5075, Wayne County, Michigan",73,77,62,77,42,76,62,36,10,10,10,16,10,54,76,76,29,10,24,17,24,10,16,16,24,16,10,11,43,26,16,29,10,18,10,10,10,10,10,10,10,112,76,76,29,10,15,19,25,18,10,20,11,11,16,10,39,10,10,19,10,41,23,10,10,10,10,10,10,194,62837,76,10,22,25,23,19,18,10,16,67,20,0.000000000000000,42,10,23,11,16,8,10,8,10,15,9,17,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22924,42,26,10,10,10,10,10,8,10,10,18,16,10,10,10,10,10,10,10,33,10,6,10,9,9,10,10,15,26,10,10,10,10,10,10,10,10,10,10,62,88,76,42,26,10,8,8,17,10,8,10,10,14,10,33,13,11,27,10,7,9,10,10,8,10,2.700000000000000,17.100000000000001,1.900000000000000,38.790560472000003,180
181,26,163,507500,2,261635075002,Block Group 2,G5030,S,251183.000000000000000,0.000000000000000,+42.4424218,-083.0872426,G26016305075002,2012.125576619999947,251182.526779999985592,G26016305075002,2013-2017, , ,Michigan,26,Wayne County,163, , ,507500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5075, Wayne County, Michigan",422,348,74,348,236,112,74,10,0,0,0,0,0,64,112,82,0,0,0,0,0,0,0,5,0,15,7,0,13,30,0,12,0,0,0,0,0,0,0,0,30,702,112,82,0,0,0,0,0,0,0,0,0,11,0,9,13,0,7,0,0,42,0,0,0,0,0,0,30,1006,73700,112,0,0,9,12,18,6,5,12,20,30,31.699999999999999,236,23,0,15,37,43,29,0,43,0,7,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,236,89,0,0,0,0,0,13,0,10,0,40,20,6,0,0,0,0,0,147,0,0,16,12,18,23,0,35,7,23,7,0,0,0,0,6,0,0,0,619,1134,413,236,89,0,33,6,12,0,0,14,18,6,0,147,49,23,12,27,0,0,0,18,18,0,18.600000000000001,22.300000000000001,15.600000000000000,"Block Group 2, Census Tract 5075, Wayne County, Michigan",58,57,43,57,53,49,43,15,10,10,10,10,10,38,49,46,10,10,10,10,10,10,10,7,10,16,10,10,21,30,10,19,10,10,10,10,10,10,10,10,30,54,49,46,10,10,10,10,10,10,10,10,10,11,10,13,21,10,10,10,10,36,10,10,10,10,10,10,30,573,44865,49,10,10,13,19,23,8,7,19,23,30,17.600000000000001,53,21,10,16,26,27,24,10,41,10,10,13,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5954,53,43,10,10,10,10,10,16,10,13,10,35,22,8,10,10,10,10,10,44,10,10,18,18,19,18,10,25,13,28,11,10,10,10,10,9,10,10,10,155,114,123,53,43,10,34,9,13,10,10,20,18,8,10,44,34,27,15,24,10,10,10,19,17,10,8.199999999999999,19.899999999999999,9.199999999999999,17.535545023699999,181
182,26,163,507500,3,261635075003,Block Group 3,G5030,S,267246.000000000000000,0.000000000000000,+42.4427293,-083.0927957,G26016305075003,2406.277421509999840,267247.206996000022627,G26016305075003,2013-2017, , ,Michigan,26,Wayne County,163, , ,507500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5075, Wayne County, Michigan",242,145,97,145,112,33,97,6,0,9,0,0,0,82,33,33,0,0,0,0,0,0,0,18,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,33,33,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,5,5,0,7,0,0,0,0,0,0,810,27700,33,0,0,0,5,6,0,7,0,15,0,38.899999999999999,112,25,11,12,26,0,0,0,11,5,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21500,112,27,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,85,6,13,0,15,6,6,5,19,11,4,0,0,0,0,0,0,0,0,0,426,736,321,112,27,6,0,9,0,0,0,0,0,12,0,85,19,4,6,6,6,12,0,4,6,22,20.800000000000001,19.199999999999999,22.100000000000001,"Block Group 3, Census Tract 5075, Wayne County, Michigan",54,49,43,49,43,24,43,9,10,14,10,10,10,40,24,24,10,10,10,10,10,10,10,17,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,110,24,24,10,10,10,10,10,10,10,10,8,10,10,10,10,15,10,8,10,10,12,10,10,10,10,10,10,216,21811,24,10,10,10,8,8,10,12,10,17,10,33.700000000000003,43,18,18,18,23,10,10,10,19,8,17,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,8569,43,23,10,10,10,10,8,10,22,10,10,10,10,10,10,10,10,10,10,37,9,14,10,19,11,9,8,21,19,6,10,10,10,10,10,10,10,10,10,148,86,168,43,23,8,10,13,10,10,10,10,10,19,10,37,16,6,10,11,9,18,10,6,8,26,13.400000000000000,79.200000000000003,12.400000000000000,40.082644628099999,182
183,26,163,507800,1,261635078001,Block Group 1,G5030,S,801739.000000000000000,0.000000000000000,+42.4216399,-083.0964252,G26016305078001,3778.157769179999832,801737.564340000040829,G26016305078001,2013-2017, , ,Michigan,26,Wayne County,163, , ,507800,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5078, Wayne County, Michigan",297,125,172,125,69,56,172,0,0,0,0,0,0,172,56,56,0,0,0,0,0,0,4,0,4,14,0,20,5,9,0,0,0,0,0,0,0,0,0,0,0,615,56,56,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,16,5,11,0,0,0,0,0,0,0,825,46600,56,0,0,4,0,17,0,20,0,15,0,36.799999999999997,69,4,11,5,22,0,3,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23300,69,18,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,51,0,0,0,0,18,15,0,7,11,0,0,0,0,0,0,0,0,0,0,414,1045,325,69,18,0,0,0,0,0,11,4,0,3,0,51,28,11,0,0,0,0,0,0,12,0,13.000000000000000,34.100000000000001,10.000000000000000,"Block Group 1, Census Tract 5078, Wayne County, Michigan",54,50,47,50,34,44,47,10,10,10,10,10,10,47,44,44,10,10,10,10,10,10,6,10,6,22,10,27,10,15,10,10,10,10,10,10,10,10,10,10,10,114,44,44,10,10,10,10,10,10,10,10,6,10,10,10,27,10,10,21,10,18,10,10,10,10,10,10,10,216,37944,44,10,10,6,10,22,10,27,10,19,10,10.300000000000001,34,5,17,10,13,10,6,10,20,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7796,34,19,10,10,10,5,10,6,10,10,10,18,10,10,10,10,10,10,10,31,10,10,10,10,22,17,10,12,17,10,10,10,10,10,10,10,10,10,10,166,675,124,34,19,10,10,10,10,10,18,5,10,6,10,31,30,17,10,10,10,10,10,10,14,10,33.200000000000003,6.500000000000000,0.000000000000000,57.912457912500003,183
