FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH36E001,AH36E002,AH36E003,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5JE001,AH5JE002,AH5JE003,AH5JE004,AH5JE005,AH5JE006,AH5JE007,AH5JE008,AH5JE009,AH5JE010,AH5JE011,AH5JE012,AH5JE013,AH5JE014,AH5JE015,AH5JE016,AH5JE017,AH5JE018,AH5JE019,AH5JE020,AH5JE021,AH5JE022,AH5JE023,AH5JE024,AH5JE025,AH5JE026,AH5JE027,AH5LE001,AH5QE001,AH5QE002,AH5QE003,AH5QE004,AH5QE005,AH5QE006,AH5QE007,AH5QE008,AH5QE009,AH5QE010,AH5QE011,AH5QE012,AH5QE013,AH5QE014,AH5QE015,AH5QE016,AH5QE017,AH5QE018,AH5QE019,AH5QE020,AH5QE021,AH5QE022,AH5QE023,AH5QE024,AH5QE025,AH5QE026,AH5QE027,AH5RE001,AH5SE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,AH5YE001,AH51E001,AH51E002,AH51E003,AH51E004,AH51E005,AH51E006,AH51E007,AH51E008,AH51E009,AH51E010,AH51E011,AH51E012,AH51E013,AH51E014,AH51E015,AH51E016,AH51E017,AH51E018,AH51E019,AH51E020,AH51E021,AH51E022,AH51E023,AH51E024,AH51E025,AH51E026,AH51E027,AH53E001,NAME_M,AH36M001,AH36M002,AH36M003,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5JM001,AH5JM002,AH5JM003,AH5JM004,AH5JM005,AH5JM006,AH5JM007,AH5JM008,AH5JM009,AH5JM010,AH5JM011,AH5JM012,AH5JM013,AH5JM014,AH5JM015,AH5JM016,AH5JM017,AH5JM018,AH5JM019,AH5JM020,AH5JM021,AH5JM022,AH5JM023,AH5JM024,AH5JM025,AH5JM026,AH5JM027,AH5LM001,AH5QM001,AH5QM002,AH5QM003,AH5QM004,AH5QM005,AH5QM006,AH5QM007,AH5QM008,AH5QM009,AH5QM010,AH5QM011,AH5QM012,AH5QM013,AH5QM014,AH5QM015,AH5QM016,AH5QM017,AH5QM018,AH5QM019,AH5QM020,AH5QM021,AH5QM022,AH5QM023,AH5QM024,AH5QM025,AH5QM026,AH5QM027,AH5RM001,AH5SM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011,AH5YM001,AH51M001,AH51M002,AH51M003,AH51M004,AH51M005,AH51M006,AH51M007,AH51M008,AH51M009,AH51M010,AH51M011,AH51M012,AH51M013,AH51M014,AH51M015,AH51M016,AH51M017,AH51M018,AH51M019,AH51M020,AH51M021,AH51M022,AH51M023,AH51M024,AH51M025,AH51M026,AH51M027,AH53M001
10,26,163,500300,3,2.61635E+11,Block Group 3,G5030,S,312836,0,42.4372745,-82.9720367,G26016305003003,2721.394182,312837.4259,G26016305003003,2013-2017, , ,Michigan,26,Wayne County,163, , ,500300,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5003, Wayne County, Michigan",321,147,174,147,67,80,174,4,0,0,0,0,0,170,80,67,0,0,0,0,0,0,0,12,5,4,0,14,0,32,0,0,0,0,0,0,0,0,0,0,13,645,80,67,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,5,14,32,0,0,0,0,0,0,13,989,64500,80,0,0,18,0,19,18,0,0,12,13,29.1,67,0,11,15,0,0,0,0,0,20,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,53800,"Block Group 3, Census Tract 5003, Wayne County, Michigan",76,68,58,68,46,53,58,6,10,10,10,10,10,58,53,49,10,10,10,10,10,10,10,20,9,7,10,23,10,36,10,10,10,10,10,10,10,10,10,10,22,154,53,49,10,10,10,10,10,10,10,10,10,10,10,20,10,7,10,9,23,36,10,10,10,10,10,10,22,163,49381,53,10,10,24,10,26,24,10,10,20,22,6.8,46,10,16,12,10,10,10,10,10,32,7,10,10,10,10,25,10,10,10,10,10,10,10,10,10,10,10,38668
11,26,163,500300,4,2.61635E+11,Block Group 4,G5030,S,244755,0,42.4408702,-82.9698157,G26016305003004,2117.070668,244753.59,G26016305003004,2013-2017, , ,Michigan,26,Wayne County,163, , ,500300,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5003, Wayne County, Michigan",268,162,106,162,80,82,106,0,0,0,0,0,0,106,82,80,0,0,0,0,0,0,5,4,23,0,0,16,0,0,32,0,0,0,0,0,0,0,0,0,2,625,82,80,0,0,0,0,0,0,0,0,4,0,0,0,5,0,23,0,16,32,0,0,0,0,0,0,2,950,74700,82,0,0,0,12,16,5,27,0,20,2,36.3,80,30,0,22,13,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17300,"Block Group 4, Census Tract 5003, Wayne County, Michigan",70,64,47,64,43,59,47,10,10,10,10,10,10,47,59,59,10,10,10,10,10,10,8,7,34,10,10,27,10,10,32,10,10,10,10,10,10,10,10,10,5,256,59,59,10,10,10,10,10,10,10,10,7,10,10,10,8,10,34,10,27,32,10,10,10,10,10,10,5,231,54964,59,10,10,10,18,27,8,35,10,28,5,7.8,43,30,10,25,19,10,10,17,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9192
12,26,163,500400,1,2.61635E+11,Block Group 1,G5030,S,128170,0,42.4329846,-82.9771457,G26016305004001,1498.585465,128169.3702,G26016305004001,2013-2017, , ,Michigan,26,Wayne County,163, , ,500400,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5004, Wayne County, Michigan",160,96,64,96,12,84,64,0,0,0,0,0,0,64,84,84,0,0,0,0,0,0,0,10,0,50,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,532,84,84,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,22,21,11,7,0,0,0,0,0,0,886,75800,84,0,0,0,24,0,23,0,0,30,7,33.2,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 5004, Wayne County, Michigan",48,45,35,45,13,45,35,10,10,10,10,10,10,35,45,45,10,10,10,10,10,10,10,17,10,33,10,10,21,17,10,10,10,10,10,10,10,10,10,10,10,17,45,45,10,10,10,10,10,10,10,10,10,10,10,10,26,10,10,25,23,17,11,10,10,10,10,10,10,91,39738,45,10,10,10,26,10,25,10,10,29,11,29.2,13,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,9,10,10,10,10,10,10,10,10,0
13,26,163,500400,2,2.61635E+11,Block Group 2,G5030,S,142367,0,42.429858,-82.9777723,G26016305004002,1737.752887,142366.9941,G26016305004002,2013-2017, , ,Michigan,26,Wayne County,163, , ,500400,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5004, Wayne County, Michigan",146,76,70,76,46,30,70,0,0,9,0,0,0,61,30,30,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,30,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,638,20300,30,0,0,0,0,0,0,10,0,20,0,50,46,3,0,0,0,10,11,0,0,0,0,0,11,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5004, Wayne County, Michigan",43,36,34,36,27,26,34,10,10,15,10,10,10,33,26,26,10,10,10,10,10,10,15,16,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,95,26,26,10,10,10,10,10,10,10,10,10,10,10,22,10,10,10,13,10,10,10,10,10,10,10,10,10,175,17524,26,10,10,10,10,10,10,16,10,21,10,0,27,5,10,10,10,16,17,10,10,10,10,10,17,10,9,10,10,10,10,10,7,10,10,10,10,10,10,0
14,26,163,500400,3,2.61635E+11,Block Group 3,G5030,S,319631,0,42.4241944,-82.9773914,G26016305004003,2402.501056,319633.1469,G26016305004003,2013-2017, , ,Michigan,26,Wayne County,163, , ,500400,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5004, Wayne County, Michigan",274,123,151,123,64,59,151,10,0,0,9,0,0,132,59,59,0,0,0,0,0,0,0,10,0,26,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,538,59,59,0,0,0,0,0,0,0,0,0,0,10,0,6,0,10,8,10,15,0,0,0,0,0,0,0,844,48500,59,0,0,20,10,0,0,0,0,29,0,24.8,64,10,5,0,0,11,9,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33300,"Block Group 3, Census Tract 5004, Wayne County, Michigan",55,44,50,44,31,33,50,15,10,10,14,10,10,48,33,33,10,10,10,10,10,10,10,16,10,25,10,10,12,19,10,10,10,10,10,10,10,10,10,10,10,132,33,33,10,10,10,10,10,10,10,10,10,10,16,10,9,10,16,12,16,19,10,10,10,10,10,10,10,168,26473,33,10,10,23,16,10,10,10,10,24,10,76,31,10,8,10,10,13,10,10,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13714
15,26,163,500400,4,2.61635E+11,Block Group 4,G5030,S,397710,0,42.4242062,-82.9821712,G26016305004004,3221.844401,397710.0278,G26016305004004,2013-2017, , ,Michigan,26,Wayne County,163, , ,500400,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5004, Wayne County, Michigan",291,125,166,125,58,67,166,7,0,10,0,0,0,149,67,57,0,0,0,0,0,0,0,32,0,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,10,445,67,57,0,0,0,0,0,0,0,0,0,0,15,0,0,11,11,0,0,20,0,0,0,0,0,0,10,761,47100,67,0,0,0,0,0,10,11,31,5,10,42.4,58,9,17,0,0,4,0,0,0,8,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5004, Wayne County, Michigan",58,47,50,47,37,36,50,13,10,16,10,10,10,50,36,33,10,10,10,10,10,10,10,29,10,10,9,16,10,16,10,10,10,10,10,10,10,10,10,10,16,271,36,33,10,10,10,10,10,10,10,10,10,10,17,10,10,18,17,10,10,22,10,10,10,10,10,10,16,209,27975,36,10,10,10,10,10,16,18,27,9,16,5.6,37,13,19,10,10,7,10,10,10,12,10,10,11,10,10,10,21,10,10,10,10,10,10,10,10,10,10,0
16,26,163,500500,1,2.61635E+11,Block Group 1,G5030,S,293347,0,42.424154,-82.9635139,G26016305005001,2563.239175,293347.0842,G26016305005001,2013-2017, , ,Michigan,26,Wayne County,163, , ,500500,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5005, Wayne County, Michigan",371,279,92,279,127,152,92,7,0,0,0,0,0,85,152,152,0,0,0,0,0,0,0,0,15,53,0,31,5,17,28,3,0,0,0,0,0,0,0,0,0,613,152,152,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,2,43,77,0,0,0,0,0,0,0,1003,150300,152,0,0,15,27,43,3,32,30,2,0,29,127,4,6,0,10,32,28,7,7,16,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32100,"Block Group 1, Census Tract 5005, Wayne County, Michigan",58,67,43,67,59,72,43,13,10,10,10,10,10,43,72,72,10,10,10,10,10,10,10,10,24,39,10,34,8,23,36,5,10,10,10,10,10,10,10,10,10,116,72,72,10,10,10,10,10,10,10,10,10,10,10,10,24,10,23,4,35,52,10,10,10,10,10,10,10,85,72959,72,10,10,24,26,39,5,32,33,4,10,8.9,59,7,10,10,17,27,28,11,12,21,22,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,4405
17,26,163,500500,2,2.61635E+11,Block Group 2,G5030,S,161709,0,42.421908,-82.9712017,G26016305005002,1736.123748,161709.1738,G26016305005002,2013-2017, , ,Michigan,26,Wayne County,163, , ,500500,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5005, Wayne County, Michigan",211,117,94,117,55,62,94,0,0,0,0,0,0,94,62,62,0,0,0,0,0,17,0,10,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,510,62,62,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,35,0,0,0,0,0,0,0,0,911,52500,62,0,0,0,0,15,5,0,0,42,0,50,55,4,8,22,0,0,7,0,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,18500,"Block Group 2, Census Tract 5005, Wayne County, Michigan",63,53,52,53,27,44,52,10,10,10,10,10,10,52,44,44,10,10,10,10,10,25,10,15,10,22,10,10,24,10,10,10,10,10,10,10,10,10,10,10,10,146,44,44,10,10,10,10,10,10,10,10,10,10,10,25,10,10,10,15,30,10,10,10,10,10,10,10,10,101,36569,44,10,10,10,10,24,14,10,10,36,10,0,27,6,12,24,10,10,11,10,10,10,5,10,10,7,10,10,9,10,10,10,10,10,10,10,10,10,10,15178
18,26,163,500500,3,2.61635E+11,Block Group 3,G5030,S,179054,0,42.4251577,-82.9676466,G26016305005003,1695.191158,179051.1428,G26016305005003,2013-2017, , ,Michigan,26,Wayne County,163, , ,500500,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5005, Wayne County, Michigan",186,147,39,147,71,76,39,13,0,0,0,0,0,26,76,44,0,0,0,0,0,0,0,0,12,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,32,636,76,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28,4,0,0,0,0,0,0,32,936,40400,76,0,0,0,0,0,0,14,0,30,32,50,71,0,0,4,32,5,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24900,"Block Group 3, Census Tract 5005, Wayne County, Michigan",55,53,36,53,38,48,36,21,10,10,10,10,10,29,48,39,10,10,10,10,10,10,10,10,20,10,10,23,22,10,10,10,10,10,10,10,10,10,10,10,34,114,48,39,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,32,12,10,10,10,10,10,10,34,113,35669,48,10,10,10,10,10,10,23,10,31,34,0,38,10,10,7,28,8,25,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10810
19,26,163,500500,4,2.61635E+11,Block Group 4,G5030,S,179217,0,42.4250879,-82.9725502,G26016305005004,1695.897431,179217.3628,G26016305005004,2013-2017, , ,Michigan,26,Wayne County,163, , ,500500,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5005, Wayne County, Michigan",216,57,159,57,28,29,159,0,0,0,0,0,0,159,29,19,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,10,0,0,29,0,0,13,0,0,0,0,0,6,10,0,28,0,0,5,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5005, Wayne County, Michigan",64,33,56,33,24,21,56,10,10,10,10,10,10,56,21,17,10,10,10,10,10,10,10,10,10,10,10,10,19,10,10,10,10,10,10,10,10,10,10,10,11,0,21,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,10,10,10,10,10,10,10,11,0,0,21,10,10,19,10,10,10,10,10,10,11,0,24,10,10,9,8,5,10,10,10,10,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
20,26,163,500600,1,2.61635E+11,Block Group 1,G5030,S,385254,0,42.4324215,-82.957697,G26016305006001,3156.783708,385254.7696,G26016305006001,2013-2017, , ,Michigan,26,Wayne County,163, , ,500600,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5006, Wayne County, Michigan",445,429,16,429,206,223,16,0,0,0,0,0,0,16,223,188,0,0,0,0,0,0,0,21,0,0,56,38,0,0,60,13,0,0,0,0,0,0,0,0,35,622,223,188,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,36,56,73,0,0,0,0,0,0,35,963,175800,223,0,0,13,60,15,0,48,23,29,35,35.6,206,14,33,8,0,22,19,24,35,11,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36500,"Block Group 1, Census Tract 5006, Wayne County, Michigan",100,102,24,102,83,102,24,10,10,10,10,10,10,24,102,92,10,10,10,10,10,10,10,34,10,10,55,43,10,10,66,19,10,10,10,10,10,10,10,10,47,115,102,92,10,10,10,10,10,10,10,10,10,10,10,10,25,13,10,39,63,68,10,10,10,10,10,10,47,85,89025,102,10,10,19,66,25,10,54,36,36,47,16.9,83,20,41,12,10,24,30,27,46,16,23,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9344
21,26,163,500600,2,2.61635E+11,Block Group 2,G5030,S,244385,0,42.4290261,-82.9641147,G26016305006002,2010.544651,244386.4947,G26016305006002,2013-2017, , ,Michigan,26,Wayne County,163, , ,500600,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5006, Wayne County, Michigan",323,122,201,122,23,99,201,43,0,0,0,0,0,158,99,99,0,0,0,0,0,0,0,0,0,0,19,29,15,31,5,0,0,0,0,0,0,0,0,0,0,655,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,80,0,0,0,0,0,0,0,1095,104500,99,0,0,0,0,5,0,19,15,60,0,50,23,0,0,0,0,0,5,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46500,"Block Group 2, Census Tract 5006, Wayne County, Michigan",98,75,89,75,20,71,89,48,10,10,10,10,10,83,71,71,10,10,10,10,10,10,10,10,10,10,31,45,25,39,13,10,10,10,10,10,10,10,10,10,10,86,71,71,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,64,10,10,10,10,10,10,10,62,74679,71,10,10,10,10,13,10,31,25,60,10,0,20,10,10,10,10,10,11,10,15,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12822
22,26,163,500600,3,2.61635E+11,Block Group 3,G5030,S,238506,0,42.4288762,-82.9714336,G26016305006003,1998.474416,238506.9093,G26016305006003,2013-2017, , ,Michigan,26,Wayne County,163, , ,500600,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5006, Wayne County, Michigan",258,96,162,96,0,96,162,0,0,0,0,0,0,162,96,96,0,0,0,0,0,0,23,21,24,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,458,96,96,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,24,0,19,0,0,0,0,0,0,0,742,74900,96,0,0,23,0,64,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5006, Wayne County, Michigan",93,68,84,68,10,68,84,10,10,10,10,10,10,84,68,68,10,10,10,10,10,10,37,35,36,10,17,31,10,10,10,10,10,10,10,10,10,10,10,10,10,113,68,68,10,10,10,10,10,10,10,10,10,10,10,37,10,38,10,36,10,31,10,10,10,10,10,10,10,149,53829,68,10,10,37,10,56,10,10,10,17,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
23,26,163,500600,4,2.61635E+11,Block Group 4,G5030,S,206561,0,42.432963,-82.9628984,G26016305006004,1879.365896,206560.9994,G26016305006004,2013-2017, , ,Michigan,26,Wayne County,163, , ,500600,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5006, Wayne County, Michigan",304,179,125,179,83,96,125,22,0,0,0,0,0,103,96,96,0,0,0,0,0,0,0,0,0,11,0,0,38,27,7,13,0,0,0,0,0,0,0,0,0,699,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,11,0,27,0,0,0,0,0,868,99700,96,0,13,0,7,0,0,0,0,65,11,50,83,20,24,0,0,0,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5006, Wayne County, Michigan",107,81,78,81,47,63,78,36,10,10,10,10,10,69,63,63,10,10,10,10,10,10,10,10,10,16,10,10,45,43,12,20,10,10,10,10,10,10,10,10,10,47,63,63,10,10,10,10,10,10,10,10,10,10,10,10,10,10,43,29,10,15,10,43,10,10,10,10,10,505,73493,63,10,20,10,12,10,10,10,10,60,16,0,47,23,38,10,10,10,43,10,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
24,26,163,500600,5,2.61635E+11,Block Group 5,G5030,S,411229,0,42.4329825,-82.9703305,G26016305006005,2629.758998,411231.7869,G26016305006005,2013-2017, , ,Michigan,26,Wayne County,163, , ,500600,5, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 5, Census Tract 5006, Wayne County, Michigan",241,122,119,122,19,103,119,0,0,0,0,0,0,119,103,103,0,0,0,0,0,0,0,56,0,23,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,446,103,103,0,0,0,0,0,0,0,0,0,24,11,18,14,0,0,12,8,16,0,0,0,0,0,0,0,646,73500,103,0,26,0,11,0,24,0,18,24,0,33,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 5006, Wayne County, Michigan",83,63,70,63,31,54,70,10,10,10,10,10,10,70,54,54,10,10,10,10,10,10,10,46,10,25,16,10,10,25,10,10,10,10,10,10,10,10,10,10,10,122,54,54,10,10,10,10,10,10,10,10,10,39,16,25,22,10,10,19,16,25,10,10,10,10,10,10,10,105,42021,54,10,28,10,16,10,27,10,25,39,10,15.4,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
25,26,163,500700,1,2.61635E+11,Block Group 1,G5030,S,252991,0,42.4272318,-82.9415531,G26016305007001,2344.550056,252991.8954,G26016305007001,2013-2017, , ,Michigan,26,Wayne County,163, , ,500700,1, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 1, Census Tract 5007, Wayne County, Michigan",388,345,43,345,230,115,43,0,0,0,0,0,0,43,115,115,0,0,0,0,0,0,0,25,12,0,0,29,0,34,15,0,0,0,0,0,0,0,0,0,0,635,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,6,0,0,0,0,0,0,0,931,108700,115,6,0,0,0,53,9,10,0,37,0,29.9,230,12,26,72,0,0,45,34,24,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,30600,"Block Group 1, Census Tract 5007, Wayne County, Michigan",115,114,48,114,105,74,48,10,10,10,10,10,10,48,74,74,10,10,10,10,10,10,10,39,18,10,10,45,10,38,17,10,10,10,10,10,10,10,10,10,10,131,74,74,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,38,64,10,10,10,10,10,10,10,10,40,70564,74,10,10,10,10,56,14,16,10,43,10,14.4,105,19,41,64,10,10,48,37,37,16,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,21658
26,26,163,500700,2,2.61635E+11,Block Group 2,G5030,S,265431,0,42.4285176,-82.9446483,G26016305007002,2377.790279,265429.4404,G26016305007002,2013-2017, , ,Michigan,26,Wayne County,163, , ,500700,2, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 2, Census Tract 5007, Wayne County, Michigan",422,355,67,355,138,217,67,0,0,0,0,0,0,67,217,209,0,0,0,0,0,0,0,11,0,33,33,0,0,71,7,35,19,0,0,0,0,0,0,0,8,719,217,209,0,0,0,0,0,0,0,0,0,0,25,11,24,0,0,8,64,61,7,9,0,0,0,0,8,957,195800,217,11,0,57,0,26,24,0,0,84,15,31.5,138,8,16,9,24,0,4,0,16,22,11,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,45000,"Block Group 2, Census Tract 5007, Wayne County, Michigan",113,104,62,104,54,95,62,10,10,10,10,10,10,62,95,93,10,10,10,10,10,10,10,17,10,42,42,10,10,71,11,55,27,10,10,10,10,10,10,10,13,56,95,93,10,10,10,10,10,10,10,10,10,10,40,17,38,10,10,12,70,63,14,14,10,10,10,10,13,78,92779,95,17,10,66,10,29,38,10,10,69,18,26.8,54,13,27,13,31,10,11,10,18,34,17,28,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,33839
27,26,163,500700,3,2.61635E+11,Block Group 3,G5030,S,353127,0,42.4300218,-82.9483651,G26016305007003,2575.102453,353127.6457,G26016305007003,2013-2017, , ,Michigan,26,Wayne County,163, , ,500700,3, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 3, Census Tract 5007, Wayne County, Michigan",592,437,155,437,214,223,155,22,0,44,23,0,0,66,223,187,0,0,0,0,0,0,30,0,9,24,0,59,0,65,0,0,0,0,0,0,0,0,0,0,36,626,223,187,0,0,0,0,0,0,0,0,30,9,0,24,0,0,0,0,32,50,42,0,0,0,0,0,36,995,173700,223,0,9,0,21,32,9,0,0,92,60,50,214,42,32,0,46,53,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23600,"Block Group 3, Census Tract 5007, Wayne County, Michigan",115,109,87,109,94,83,87,35,10,49,37,10,10,59,83,83,10,10,10,10,10,10,47,10,15,38,10,57,10,47,10,10,10,10,10,10,10,10,10,10,46,40,83,83,10,10,10,10,10,10,10,10,47,15,10,38,10,10,10,10,44,49,42,10,10,10,10,10,46,167,83665,83,10,15,10,35,44,14,10,10,68,59,0,94,44,42,10,39,56,10,10,48,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7545
28,26,163,500700,4,2.61635E+11,Block Group 4,G5030,S,348073,0,42.4317686,-82.9525431,G26016305007004,2660.195581,348071.147,G26016305007004,2013-2017, , ,Michigan,26,Wayne County,163, , ,500700,4, , , , , , , , , , , , , , , , , , , , , , , , ,"Block Group 4, Census Tract 5007, Wayne County, Michigan",508,379,129,379,178,201,129,21,0,22,45,0,0,41,201,201,0,0,0,0,0,0,0,0,0,10,0,29,38,52,10,62,0,0,0,0,0,0,0,0,0,723,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,48,47,67,10,0,0,0,0,0,1125,227600,201,0,0,10,46,31,34,0,10,70,0,32,178,13,0,0,29,62,8,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800,"Block Group 4, Census Tract 5007, Wayne County, Michigan",128,102,76,102,85,81,76,34,10,35,50,10,10,47,81,81,10,10,10,10,10,10,10,10,10,16,10,36,49,47,15,61,10,10,10,10,10,10,10,10,10,57,81,81,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,31,47,50,50,15,10,10,10,10,10,230,91524,81,10,10,15,39,35,44,10,16,67,10,14.5,85,21,10,10,29,55,12,64,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7157
